,PLAYER,TEAM,GP,W,L,MIN,Touches,Paint Touches,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,Pass,Pass%,AST,AST%,TO,TOV%,PF,PF%
13,Alize Johnson,SAS,4,1,3,7.4,11.5,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,50.0,0.0,0.0,0.3,25.0,0.0,0.0
14,Alondes Williams,BKN,1,1,0,5.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,57,10,47,28.2,54.2,7.2,2.4,4.1,58.7,0.4,0.6,70.6,5.5,76.3,1.9,26.6,0.6,7.8,0.4,6.1,0.2,3.2
16,Amir Coffey,LAC,41,21,20,13.9,15.2,0.3,0.0,0.1,50.0,0.0,0.0,0.0,0.1,33.3,0.1,50.0,0.0,8.3,0.0,0.0,0.0,0.0
17,Andre Drummond,CHI,50,22,28,13.0,18.2,4.7,2.0,3.1,62.4,0.5,1.0,44.2,4.5,94.5,0.6,12.3,0.1,3.0,0.3,7.2,0.5,11.0
18,Andre Iguodala,GSW,2,0,2,12.3,21.0,1.0,0.5,0.5,100.0,0.0,0.0,0.0,1.0,100.0,0.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Andrew Nembhard,IND,56,25,31,27.0,43.6,0.6,0.2,0.3,60.0,0.0,0.0,0.0,0.3,54.3,0.3,51.4,0.1,11.4,0.0,5.7,0.0,0.0
20,Andrew Wiggins,GSW,36,18,18,32.3,46.2,3.3,1.5,2.4,63.5,0.2,0.3,50.0,3.3,99.2,0.6,18.6,0.1,3.4,0.0,0.8,0.1,4.2
21,Anfernee Simons,POR,57,27,30,35.3,68.4,0.6,0.3,0.4,68.2,0.0,0.0,0.0,0.5,90.9,0.2,30.3,0.0,3.0,0.0,3.0,0.0,0.0
22,Anthony Davis,LAL,38,18,20,33.3,67.5,11.2,5.2,7.4,70.6,2.6,3.1,83.1,13.4,119.2,1.3,11.5,0.2,1.9,0.4,4.0,1.4,12.7
23,Anthony Edwards,MIN,64,32,32,36.4,72.8,0.9,0.4,0.5,71.9,0.0,0.1,50.0,0.8,86.2,0.3,32.8,0.0,3.4,0.0,3.4,0.0,3.4
24,Anthony Gill,WAS,42,17,25,10.0,10.0,1.2,0.7,0.9,83.3,0.1,0.1,50.0,1.5,128.0,0.2,16.0,0.0,0.0,0.0,2.0,0.0,4.0
25,Anthony Lamb,GSW,46,25,21,19.8,33.7,1.8,0.5,0.8,62.9,0.1,0.1,75.0,1.0,55.3,0.9,48.2,0.2,11.8,0.1,4.7,0.0,2.4
26,Austin Reaves,LAL,45,22,23,27.6,36.3,1.0,0.2,0.4,61.1,0.2,0.2,100.0,0.6,61.7,0.5,51.1,0.1,12.8,0.0,2.1,0.1,6.4
27,Austin Rivers,MIN,49,24,25,20.4,23.9,0.1,0.0,0.1,50.0,0.0,0.0,0.0,0.1,57.1,0.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0
28,Ayo Dosunmu,CHI,60,28,32,27.9,47.7,0.7,0.3,0.5,65.5,0.1,0.1,100.0,0.7,104.8,0.1,19.0,0.0,2.4,0.0,4.8,0.0,4.8
29,Bam Adebayo,MIA,58,30,28,35.0,63.9,7.9,3.1,5.1,60.6,0.9,1.1,80.6,7.2,90.0,1.7,21.5,0.2,2.8,0.3,4.3,0.5,6.7
30,Ben Simmons,BKN,42,24,18,26.3,61.4,4.0,1.6,2.3,71.1,0.1,0.2,30.0,3.4,84.6,1.4,33.7,0.3,8.3,0.2,4.1,0.1,3.0
31,Bennedict Mathurin,IND,63,28,35,28.2,41.9,1.8,0.7,1.1,62.0,0.3,0.4,84.6,1.8,98.3,0.3,17.2,0.0,0.0,0.0,2.6,0.2,11.2
32,Bismack Biyombo,PHX,46,25,21,14.0,23.1,4.5,1.4,2.3,60.6,0.2,0.7,32.3,3.0,66.2,1.5,32.9,0.2,4.3,0.2,5.3,0.3,6.3
33,Blake Griffin,BOS,27,17,10,14.1,20.6,2.1,0.8,1.1,72.4,0.1,0.3,50.0,1.7,82.5,0.7,33.3,0.1,7.0,0.1,3.5,0.1,7.0
34,Blake Wesley,SAS,17,3,14,14.8,28.6,0.6,0.1,0.2,25.0,0.1,0.2,50.0,0.2,36.4,0.3,45.5,0.0,0.0,0.0,0.0,0.1,9.1
35,Boban Marjanovic,HOU,22,1,21,4.4,5.9,1.3,0.8,0.9,90.0,0.3,0.4,75.0,2.0,157.1,0.0,3.6,0.0,0.0,0.0,3.6,0.2,14.3
36,Bobby Portis,MIL,51,34,17,26.1,51.3,4.5,1.8,3.0,60.9,0.4,0.4,86.4,4.0,88.4,1.0,22.8,0.2,3.4,0.2,3.9,0.2,4.7
37,Bogdan Bogdanovic,ATL,37,18,19,29.3,42.6,0.6,0.1,0.3,50.0,0.1,0.1,100.0,0.3,57.1,0.3,47.6,0.1,14.3,0.0,0.0,0.0,4.8
38,Bojan Bogdanovic,DET,58,15,43,32.0,46.6,0.8,0.3,0.6,47.1,0.1,0.1,87.5,0.7,81.6,0.1,14.3,0.0,2.0,0.1,6.1,0.1,6.1
39,Bol Bol,ORL,58,23,35,22.7,24.1,2.1,1.4,1.6,83.2,0.2,0.2,64.3,2.9,141.7,0.2,7.5,0.1,2.5,0.1,5.0,0.1,5.0
40,Bones Hyland,LAC,45,30,15,19.3,46.1,0.4,0.1,0.1,50.0,0.0,0.0,100.0,0.2,47.1,0.2,41.2,0.0,0.0,0.0,11.8,0.0,5.9
41,Bradley Beal,WAS,39,21,18,33.1,66.4,1.7,0.7,1.0,68.4,0.2,0.3,80.0,1.6,94.0,0.5,29.9,0.1,6.0,0.1,4.5,0.1,7.5
42,Brandon Boston Jr.,LAC,21,8,13,11.7,20.3,0.5,0.1,0.3,28.6,0.0,0.1,50.0,0.2,50.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0
43,Brandon Clarke,MEM,55,32,23,19.8,28.8,5.5,2.5,3.6,70.4,0.8,1.1,74.2,6.1,109.5,1.0,18.8,0.2,3.6,0.2,3.0,0.5,9.9
44,Brandon Ingram,NOP,28,13,15,32.9,65.7,0.9,0.3,0.5,64.3,0.1,0.1,100.0,0.7,83.3,0.2,25.0,0.0,0.0,0.0,4.2,0.0,4.2
45,Braxton Key,DET,3,0,3,3.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,61,44,17,30.3,33.8,5.4,2.4,3.5,68.7,0.9,1.1,79.4,5.9,108.2,0.9,16.0,0.1,2.4,0.3,5.4,0.5,9.7
47,Bruce Brown,DEN,62,44,18,28.6,52.3,1.8,0.7,1.0,68.9,0.2,0.3,82.4,1.6,89.2,0.6,32.4,0.1,8.1,0.1,3.6,0.1,7.2
48,Bruno Fernando,ATL,33,10,23,11.2,20.1,3.7,1.2,2.1,58.6,0.5,0.7,75.0,3.1,82.8,0.9,24.6,0.3,7.4,0.2,4.9,0.4,9.8
49,Bryce McGowens,CHA,28,9,19,14.4,15.0,0.5,0.2,0.3,62.5,0.0,0.0,0.0,0.4,71.4,0.2,35.7,0.0,0.0,0.0,0.0,0.0,0.0
50,Bryn Forbes,MIN,25,9,16,10.7,11.9,0.1,0.0,0.0,100.0,0.0,0.0,0.0,0.1,100.0,0.0,33.3,0.0,0.0,0.0,33.3,0.0,0.0
51,Buddy Boeheim,DET,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,63,28,35,32.0,60.0,0.9,0.3,0.4,72.0,0.0,0.0,66.7,0.7,75.9,0.4,44.4,0.1,7.4,0.0,1.9,0.0,1.9
53,CJ McCollum,NOP,56,27,29,35.0,74.9,0.6,0.2,0.3,55.6,0.0,0.0,0.0,0.4,60.6,0.2,30.3,0.1,15.2,0.1,9.1,0.0,0.0
54,Cade Cunningham,DET,12,3,9,33.3,78.3,0.9,0.3,0.4,60.0,0.3,0.3,100.0,0.8,90.9,0.3,27.3,0.1,9.1,0.1,9.1,0.2,18.2
55,Caleb Houstan,ORL,35,12,23,15.8,13.4,0.7,0.3,0.5,50.0,0.1,0.1,100.0,0.6,76.9,0.1,19.2,0.0,3.8,0.0,3.8,0.0,3.8
56,Caleb Martin,MIA,53,27,26,30.0,39.1,2.3,0.6,1.1,60.7,0.2,0.3,75.0,1.5,64.5,1.0,43.5,0.2,7.3,0.1,2.4,0.2,6.5
57,Cam Reddish,POR,27,11,16,23.2,23.7,0.8,0.4,0.6,73.3,0.0,0.0,0.0,0.8,104.8,0.2,23.8,0.0,4.8,0.0,4.8,0.0,0.0
58,Cam Thomas,BKN,45,25,20,17.4,30.8,0.2,0.1,0.1,83.3,0.1,0.1,100.0,0.3,127.3,0.1,27.3,0.0,18.2,0.0,0.0,0.0,9.1
59,Cameron Johnson,BKN,24,14,10,26.3,36.1,1.0,0.5,0.7,64.7,0.3,0.3,75.0,1.2,116.7,0.1,8.3,0.0,0.0,0.0,0.0,0.2,16.7
60,Cameron Payne,PHX,31,17,14,22.9,55.6,0.3,0.1,0.2,80.0,0.0,0.0,0.0,0.3,88.9,0.1,44.4,0.1,22.2,0.0,0.0,0.0,0.0
61,Caris LeVert,CLE,59,34,25,30.0,48.3,1.1,0.2,0.4,50.0,0.1,0.2,70.0,0.6,54.0,0.5,42.9,0.1,4.8,0.1,4.8,0.1,7.9
62,Carlik Jones,CHI,1,0,1,21.7,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0
63,Cedi Osman,CLE,61,37,24,20.8,29.7,0.8,0.3,0.5,67.9,0.0,0.1,25.0,0.6,83.0,0.2,27.7,0.0,4.3,0.0,2.1,0.0,4.3
64,Charles Bassey,SAS,29,6,23,14.1,24.0,4.6,1.9,2.7,68.4,0.7,0.9,73.1,4.4,97.0,1.0,22.6,0.1,2.3,0.3,6.8,0.4,8.3
65,Chima Moneke,SAC,2,1,1,4.0,6.5,1.5,0.5,1.0,50.0,0.0,0.0,0.0,1.0,66.7,0.5,33.3,0.5,33.3,0.0,0.0,0.0,0.0
66,Chimezie Metu,SAC,48,29,19,11.1,16.5,3.0,1.4,2.0,71.1,0.4,0.5,70.8,3.3,109.0,0.5,15.3,0.1,2.8,0.1,4.9,0.2,7.6
67,Chris Boucher,TOR,57,29,28,20.6,24.3,4.2,1.8,2.9,62.2,0.7,0.9,74.1,4.4,102.9,0.4,8.3,0.1,1.7,0.3,6.6,0.5,11.2
68,Chris Duarte,IND,39,16,23,18.7,27.8,0.5,0.2,0.3,70.0,0.1,0.1,100.0,0.4,84.2,0.1,15.8,0.0,0.0,0.1,21.1,0.0,5.3
69,Chris Paul,PHX,42,22,20,32.2,75.5,0.3,0.0,0.1,50.0,0.1,0.1,60.0,0.1,45.5,0.1,45.5,0.0,9.1,0.0,9.1,0.0,9.1
70,Chris Silva,DAL,1,1,0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Christian Braun,DEN,58,41,17,15.0,16.9,0.9,0.3,0.4,65.2,0.1,0.1,62.5,0.6,63.6,0.4,41.8,0.1,7.3,0.1,5.5,0.1,7.3
72,Christian Koloko,TOR,46,21,25,14.4,15.2,3.3,1.1,1.9,56.2,0.6,0.8,73.0,2.8,84.2,0.8,23.7,0.1,2.0,0.1,3.9,0.4,11.2
73,Christian Wood,DAL,51,27,24,27.2,48.4,4.5,1.9,2.8,67.4,0.6,0.8,77.5,4.5,101.8,0.8,17.6,0.0,0.9,0.3,7.0,0.3,7.5
74,Chuma Okeke,ORL,20,5,15,20.4,24.1,0.8,0.2,0.2,75.0,0.1,0.1,50.0,0.4,43.8,0.6,68.8,0.1,12.5,0.0,0.0,0.1,6.3
75,Clint Capela,ATL,46,25,21,26.8,37.0,10.3,4.8,7.5,64.5,0.8,1.3,59.0,10.6,102.5,1.6,15.1,0.1,0.8,0.3,2.9,0.6,6.1
76,Coby White,CHI,54,25,29,22.5,35.2,0.2,0.1,0.1,75.0,0.0,0.0,50.0,0.1,70.0,0.1,30.0,0.0,0.0,0.0,20.0,0.0,10.0
77,Cody Martin,CHA,7,2,5,19.1,21.4,1.1,0.3,0.4,66.7,0.0,0.0,0.0,0.6,50.0,0.7,62.5,0.0,0.0,0.0,0.0,0.0,0.0
78,Cody Zeller,MIA,4,1,3,15.6,22.8,3.8,1.8,2.3,77.8,0.0,0.0,0.0,3.5,93.3,1.5,40.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Cole Anthony,ORL,43,20,23,24.9,53.2,0.9,0.3,0.4,72.2,0.2,0.2,87.5,0.8,87.2,0.3,35.9,0.1,7.7,0.0,2.6,0.1,10.3
80,Cole Swider,LAL,6,1,5,6.7,9.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Collin Sexton,UTA,47,24,23,24.0,46.1,1.2,0.4,0.7,56.3,0.3,0.3,100.0,1.1,86.2,0.3,20.7,0.1,5.2,0.1,5.2,0.1,10.3
82,Corey Kispert,WAS,53,25,28,26.9,30.2,1.0,0.4,0.6,61.3,0.1,0.1,100.0,0.8,84.6,0.3,30.8,0.1,5.8,0.0,3.8,0.1,5.8
83,Cory Joseph,DET,44,10,34,16.2,34.1,0.2,0.0,0.1,40.0,0.0,0.0,0.0,0.1,57.1,0.0,28.6,0.0,14.3,0.0,0.0,0.0,0.0
84,D'Angelo Russell,LAL,58,30,28,32.4,81.6,0.8,0.2,0.4,56.0,0.1,0.1,100.0,0.6,71.7,0.3,37.0,0.1,8.7,0.0,2.2,0.0,4.3
85,Daishen Nix,HOU,45,11,34,16.2,37.0,0.2,0.1,0.1,100.0,0.1,0.1,75.0,0.2,90.0,0.1,40.0,0.0,10.0,0.0,10.0,0.0,20.0
86,Dalano Banton,TOR,27,14,13,9.3,20.8,0.7,0.5,0.6,76.5,0.0,0.0,0.0,1.0,130.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
87,Dalen Terry,CHI,24,12,12,5.2,7.8,0.4,0.1,0.2,50.0,0.0,0.0,0.0,0.2,40.0,0.2,50.0,0.0,0.0,0.0,10.0,0.0,0.0
88,Damian Jones,UTA,24,7,17,8.2,9.8,2.4,0.8,1.3,63.3,0.6,0.8,77.8,2.2,91.2,0.4,17.5,0.0,0.0,0.2,7.0,0.4,15.8
89,Damian Lillard,POR,49,24,25,36.3,87.6,0.6,0.2,0.3,57.1,0.0,0.0,0.0,0.3,53.3,0.2,36.7,0.0,3.3,0.1,10.0,0.0,0.0
90,Damion Lee,PHX,63,34,29,21.7,30.1,0.5,0.1,0.2,61.5,0.0,0.0,100.0,0.3,62.1,0.2,48.3,0.0,3.4,0.0,0.0,0.0,3.4
91,Daniel Gafford,WAS,59,27,32,19.1,27.0,5.2,2.6,3.3,80.4,0.7,1.1,63.1,6.2,119.2,0.8,16.2,0.1,1.9,0.3,5.8,0.5,10.4
92,Daniel Theis,IND,7,1,6,15.5,23.7,3.4,1.3,2.6,50.0,0.6,1.1,50.0,3.1,91.7,0.3,8.3,0.0,0.0,0.0,0.0,0.6,16.7
93,Danny Green,CLE,6,2,4,11.9,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Danuel House Jr.,PHI,38,25,13,14.8,16.8,0.4,0.2,0.3,90.0,0.1,0.2,50.0,0.6,123.5,0.1,17.6,0.0,5.9,0.0,5.9,0.1,17.6
95,Dario Saric,OKC,43,18,25,14.5,23.4,1.9,0.6,1.0,61.4,0.4,0.4,88.9,1.8,91.6,0.5,24.1,0.0,1.2,0.1,7.2,0.2,9.6
96,Darius Bazley,PHX,36,16,20,15.4,23.9,2.1,0.6,1.1,55.0,0.3,0.4,62.5,1.5,73.3,0.6,28.0,0.1,5.3,0.1,6.7,0.2,9.3
97,Darius Days,HOU,4,0,4,6.2,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Darius Garland,CLE,55,29,26,35.2,77.5,0.5,0.1,0.2,77.8,0.0,0.0,100.0,0.3,57.1,0.3,60.7,0.1,14.3,0.0,3.6,0.0,3.6
99,David Duke Jr.,BKN,17,7,10,8.6,11.5,0.4,0.1,0.2,33.3,0.1,0.1,100.0,0.2,57.1,0.2,42.9,0.0,0.0,0.0,0.0,0.1,14.3
100,David Roddy,MEM,49,31,18,17.1,19.1,0.8,0.4,0.6,71.4,0.1,0.2,75.0,0.9,112.2,0.2,19.5,0.0,2.4,0.0,0.0,0.1,9.8
101,Davion Mitchell,SAC,60,35,25,18.0,34.6,0.5,0.2,0.2,71.4,0.0,0.0,0.0,0.4,77.8,0.2,44.4,0.1,18.5,0.0,3.7,0.0,0.0
102,Davis Bertans,DAL,34,17,17,10.6,12.6,0.2,0.1,0.1,66.7,0.0,0.0,0.0,0.1,50.0,0.1,62.5,0.0,0.0,0.0,0.0,0.0,0.0
103,Davon Reed,LAL,39,25,14,8.6,15.8,0.4,0.1,0.1,50.0,0.0,0.0,0.0,0.1,28.6,0.2,42.9,0.0,0.0,0.1,21.4,0.0,0.0
104,Day'Ron Sharpe,BKN,35,16,19,10.6,16.9,3.3,1.1,1.9,57.4,0.3,0.4,78.6,2.5,77.4,0.8,25.2,0.1,4.3,0.2,6.1,0.2,6.1
105,De'Aaron Fox,SAC,55,34,21,34.1,79.9,0.7,0.3,0.3,84.2,0.1,0.1,83.3,0.7,97.4,0.1,21.1,0.1,10.5,0.1,7.9,0.1,7.9
106,De'Andre Hunter,ATL,52,29,23,31.8,38.3,1.2,0.4,0.7,60.5,0.2,0.2,83.3,1.1,95.0,0.2,16.7,0.1,6.7,0.1,5.0,0.1,10.0
107,De'Anthony Melton,PHI,58,38,20,28.2,50.2,1.2,0.2,0.4,52.0,0.1,0.1,83.3,0.5,43.1,0.6,47.2,0.1,9.7,0.1,6.9,0.1,4.2
108,DeAndre Jordan,DEN,34,21,13,14.6,19.1,3.8,1.9,2.4,80.5,0.4,0.8,50.0,4.3,113.1,0.5,12.3,0.1,3.1,0.3,6.9,0.4,10.0
109,DeMar DeRozan,CHI,56,27,29,36.1,60.6,0.6,0.2,0.4,45.0,0.0,0.0,100.0,0.4,67.7,0.1,25.8,0.0,6.5,0.0,0.0,0.0,3.2
110,Dean Wade,CLE,35,23,12,20.8,23.2,0.6,0.3,0.3,90.9,0.0,0.1,0.0,0.6,95.5,0.3,40.9,0.1,9.1,0.0,0.0,0.0,4.5
111,Deandre Ayton,PHX,54,26,28,30.4,53.5,11.6,5.1,7.9,64.6,1.3,1.7,73.4,11.7,100.8,1.9,16.4,0.5,4.0,0.5,4.3,0.8,6.5
112,Dejounte Murray,ATL,57,29,28,36.4,72.6,1.1,0.4,0.6,58.3,0.1,0.1,100.0,0.8,77.4,0.4,33.9,0.1,9.7,0.0,1.6,0.0,3.2
113,Delon Wright,WAS,32,20,12,22.9,45.2,1.1,0.3,0.4,75.0,0.1,0.1,100.0,0.6,58.8,0.6,52.9,0.1,8.8,0.1,5.9,0.0,2.9
114,Deni Avdija,WAS,59,28,31,26.4,43.5,2.2,0.6,1.3,45.6,0.2,0.3,93.3,1.5,70.1,0.5,24.4,0.2,7.1,0.1,5.5,0.1,5.5
115,Dennis Schroder,LAL,50,26,24,30.2,54.1,0.3,0.1,0.2,50.0,0.0,0.0,0.0,0.2,53.3,0.1,26.7,0.0,0.0,0.1,20.0,0.0,0.0
116,Dennis Smith Jr.,CHA,42,14,28,25.3,50.6,1.0,0.3,0.5,66.7,0.1,0.1,83.3,0.8,80.5,0.3,29.3,0.0,0.0,0.1,12.2,0.1,7.3
117,Deonte Burton,SAC,2,1,1,3.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Dereon Seabron,NOP,5,2,3,2.3,2.8,0.2,0.2,0.2,100.0,0.0,0.0,0.0,0.4,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Derrick Jones Jr.,CHI,47,19,28,14.7,19.3,2.3,0.9,1.5,57.1,0.3,0.4,65.0,2.1,89.8,0.5,21.3,0.1,5.6,0.1,3.7,0.2,9.3
120,Derrick Rose,NYK,27,12,15,12.5,26.9,0.4,0.2,0.3,55.6,0.0,0.1,50.0,0.4,100.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,9.1
121,Derrick White,BOS,63,45,18,27.7,46.1,1.1,0.3,0.5,54.8,0.1,0.2,81.8,0.7,61.8,0.4,39.7,0.1,11.8,0.1,5.9,0.1,7.4
122,Desmond Bane,MEM,39,25,14,31.0,60.5,0.9,0.4,0.6,62.5,0.1,0.1,100.0,0.9,100.0,0.2,20.0,0.0,2.9,0.0,2.9,0.1,5.7
123,Devin Booker,PHX,36,23,13,34.0,63.3,1.6,0.6,0.9,64.7,0.2,0.3,80.0,1.4,84.7,0.4,25.4,0.1,3.4,0.0,1.7,0.1,6.8
124,Devin Vassell,SAS,29,8,21,31.3,54.2,0.6,0.2,0.4,58.3,0.1,0.1,75.0,0.6,94.4,0.1,22.2,0.0,0.0,0.0,0.0,0.1,11.1
125,Devon Dotson,WAS,6,1,5,8.9,16.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Devonte' Graham,SAS,60,28,32,16.7,32.0,0.2,0.1,0.1,100.0,0.0,0.0,0.0,0.1,54.5,0.1,45.5,0.0,9.1,0.1,27.3,0.0,0.0
127,Dewayne Dedmon,PHI,30,17,13,11.7,19.7,2.9,1.1,1.9,57.9,0.4,0.5,85.7,2.6,91.9,0.5,18.6,0.1,4.7,0.2,5.8,0.2,8.1
128,Dillon Brooks,MEM,56,35,21,30.3,41.6,0.8,0.3,0.6,55.9,0.1,0.1,100.0,0.8,93.6,0.1,17.0,0.0,0.0,0.1,6.4,0.0,4.3
129,Domantas Sabonis,SAC,59,35,24,34.5,82.3,9.6,3.3,4.9,67.7,1.7,2.1,81.3,8.5,88.6,2.8,28.7,0.7,7.6,0.5,5.1,0.9,9.9
130,Dominick Barlow,SAS,11,0,11,10.1,12.2,2.7,0.5,1.0,54.5,0.7,0.7,100.0,1.8,66.7,1.1,40.0,0.1,3.3,0.2,6.7,0.3,10.0
131,Donovan Mitchell,CLE,54,34,20,35.5,68.7,1.0,0.4,0.7,66.7,0.0,0.0,50.0,0.9,96.2,0.2,20.8,0.0,1.9,0.0,3.8,0.0,1.9
132,Donte DiVincenzo,GSW,51,29,22,25.8,48.2,1.4,0.4,0.6,63.6,0.0,0.0,0.0,0.8,59.2,0.6,42.3,0.1,5.6,0.1,4.2,0.0,0.0
133,Dorian Finney-Smith,BKN,48,21,27,31.5,38.8,1.9,0.7,0.9,75.0,0.1,0.1,83.3,1.5,79.6,0.9,45.2,0.1,6.5,0.1,3.2,0.1,3.2
134,Doug McDermott,SAS,53,15,38,20.6,27.9,0.9,0.4,0.6,67.6,0.0,0.0,0.0,0.9,98.0,0.2,16.3,0.0,2.0,0.1,8.2,0.0,0.0
135,Draymond Green,GSW,53,28,25,31.6,73.4,2.7,0.6,1.2,52.5,0.4,0.5,78.6,1.6,60.0,1.1,40.0,0.3,12.4,0.1,4.8,0.2,8.3
136,Drew Eubanks,POR,60,27,33,19.7,26.2,3.9,1.5,2.1,74.8,0.3,0.5,60.0,3.5,88.5,1.3,33.2,0.2,4.7,0.2,5.1,0.2,6.0
137,Dru Smith,BKN,9,4,5,11.2,19.3,0.4,0.1,0.1,100.0,0.0,0.0,0.0,0.2,50.0,0.3,75.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Duane Washington Jr.,NYK,31,17,14,12.7,30.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0
139,Duncan Robinson,MIA,32,14,18,17.3,24.2,0.4,0.1,0.2,57.1,0.1,0.1,100.0,0.4,100.0,0.1,30.8,0.0,7.7,0.0,0.0,0.1,15.4
140,Dwight Powell,DAL,58,31,27,19.8,25.3,5.8,2.3,3.0,75.4,0.8,1.2,68.1,5.6,95.6,1.7,29.8,0.3,4.4,0.3,5.3,0.6,10.0
141,Dyson Daniels,NOP,41,22,19,19.3,29.3,0.9,0.3,0.4,72.2,0.0,0.0,100.0,0.7,75.7,0.4,40.5,0.1,10.8,0.1,8.1,0.0,2.7
142,Edmond Sumner,BKN,46,28,18,14.5,24.6,0.6,0.3,0.4,76.5,0.0,0.0,100.0,0.7,106.9,0.2,27.6,0.1,13.8,0.0,6.9,0.0,3.4
