,PLAYER,TEAM,GP,W,L,MIN,REB,Contested REB,Contested REB%,REB Chances,REB Chance%,Deferred REB Chances,Adjusted REB Chance%,AVG REB Distance
17,Andre Drummond,CHI,58,27,31,12.6,6.5,3.5,54.2,9.6,68.2,0.4,71.5,4.2
18,Andre Iguodala,GSW,7,2,5,13.5,1.9,0.4,23.1,3.9,48.1,0.6,56.5,7.3
19,Andrew Nembhard,IND,65,29,36,27.1,2.6,0.5,17.5,4.8,55.0,0.4,60.0,10.0
20,Andrew Wiggins,GSW,36,18,18,32.3,5.0,1.6,32.6,9.8,51.4,0.8,55.9,7.1
21,Anfernee Simons,POR,62,27,35,35.0,2.6,0.5,21.1,4.8,54.0,0.4,59.2,9.5
22,Anthony Davis,LAL,46,23,23,33.6,12.5,7.0,55.7,20.3,61.7,1.5,66.6,4.4
23,Anthony Edwards,MIN,71,35,36,36.0,5.9,1.2,20.9,10.2,57.8,0.8,62.4,7.0
24,Anthony Gill,WAS,49,18,31,9.8,1.5,0.6,38.7,3.0,51.0,0.3,56.4,6.0
25,Anthony Lamb,GSW,52,28,24,19.9,3.4,1.3,38.8,7.3,47.2,0.7,52.4,6.5
26,Austin Reaves,LAL,54,27,27,27.8,3.0,0.4,14.4,5.8,51.4,0.6,57.8,8.9
27,Austin Rivers,MIN,52,25,27,19.5,1.6,0.2,13.3,3.0,53.2,0.2,57.6,9.6
28,Ayo Dosunmu,CHI,68,33,35,26.8,2.9,0.6,19.9,5.5,52.8,0.6,59.0,10.6
29,Bam Adebayo,MIA,68,36,32,35.1,9.4,4.0,42.8,15.9,58.9,1.1,63.1,5.8
30,Ben Simmons,BKN,42,24,18,26.3,6.3,1.9,30.0,9.9,63.1,0.7,67.8,6.3
31,Bennedict Mathurin,IND,68,30,38,27.8,4.0,1.2,29.0,7.9,50.7,0.5,54.5,8.3
32,Bismack Biyombo,PHX,51,26,25,13.6,3.9,1.7,42.5,7.6,51.4,0.6,55.7,5.0
33,Blake Griffin,BOS,34,21,13,14.3,3.7,1.7,46.0,6.6,56.3,0.5,61.2,5.4
34,Blake Wesley,SAS,26,6,20,17.1,2.0,0.4,19.6,4.2,47.2,0.2,50.0,7.3
35,Boban Marjanovic,HOU,25,4,21,4.7,1.7,0.7,42.9,3.0,56.0,0.2,60.9,3.9
36,Bobby Portis,MIL,60,40,20,26.0,9.6,3.3,34.7,15.6,61.2,1.1,65.8,5.1
37,Bogdan Bogdanovic,ATL,46,23,23,28.3,3.1,0.6,20.3,5.4,57.4,0.5,63.8,7.9
38,Bojan Bogdanovic,DET,58,15,43,32.0,3.8,0.7,18.3,7.1,53.0,0.4,56.6,8.9
39,Bol Bol,ORL,67,26,41,21.4,5.8,1.5,26.1,8.3,69.5,0.5,73.9,5.4
40,Bones Hyland,LAC,47,30,17,19.0,2.2,0.5,23.1,4.1,53.3,0.3,57.1,8.4
41,Bradley Beal,WAS,50,24,26,33.5,3.9,1.0,26.0,6.8,57.6,0.4,61.4,8.3
42,Brandon Boston Jr.,LAC,21,8,13,11.7,1.4,0.4,31.0,2.8,49.2,0.1,51.8,7.7
43,Brandon Clarke,MEM,56,32,24,19.5,5.5,2.6,47.1,10.9,50.9,0.7,54.5,5.2
44,Brandon Ingram,NOP,35,16,19,33.1,4.9,1.2,24.7,8.1,59.6,0.6,64.4,7.3
45,Braxton Key,DET,3,0,3,3.0,0.3,0.3,100.0,1.0,33.3,0.3,50.0,2.8
46,Brook Lopez,MIL,69,50,19,30.7,6.7,3.3,49.6,12.2,55.0,1.0,60.1,6.3
47,Bruce Brown,DEN,71,48,23,28.1,4.0,1.1,26.4,7.5,53.7,0.5,57.7,7.0
48,Bruno Fernando,ATL,35,11,24,10.7,3.5,1.5,41.1,7.3,48.2,0.5,51.9,4.9
49,Bryce McGowens,CHA,37,12,25,14.5,1.6,0.5,27.9,3.0,55.5,0.2,59.2,9.2
50,Bryn Forbes,MIN,25,9,16,10.7,0.6,0.2,33.3,1.2,50.0,0.0,51.7,11.8
51,Buddy Boeheim,DET,7,1,6,9.8,0.6,0.1,25.0,1.1,50.0,0.1,57.1,11.1
52,Buddy Hield,IND,72,32,40,31.7,5.0,0.9,17.5,9.3,53.8,0.8,59.0,8.1
53,CJ McCollum,NOP,65,31,34,35.1,4.5,0.7,15.9,7.4,60.2,0.3,63.0,10.2
54,Cade Cunningham,DET,12,3,9,33.3,6.2,1.8,29.7,10.7,57.8,0.5,60.7,7.1
55,Caleb Houstan,ORL,43,16,27,15.0,2.0,0.6,31.0,4.0,51.2,0.3,55.8,8.9
56,Caleb Martin,MIA,62,33,29,29.8,4.9,1.2,25.1,9.1,53.8,0.9,59.4,8.1
57,Cam Reddish,POR,36,13,23,25.0,2.3,0.5,22.2,4.3,52.9,0.4,58.3,10.2
58,Cam Thomas,BKN,52,28,24,16.6,1.7,0.3,20.2,3.7,45.9,0.4,51.1,7.6
59,Cameron Johnson,BKN,33,19,14,28.1,4.3,1.0,23.8,7.6,57.2,0.6,61.9,7.2
60,Cameron Payne,PHX,39,21,18,21.4,2.3,0.3,12.1,4.4,52.9,0.3,57.2,9.1
61,Caris LeVert,CLE,68,41,27,30.1,3.9,0.9,24.2,6.4,60.8,0.5,65.8,8.2
62,Carlik Jones,CHI,1,0,1,21.7,3.0,2.0,66.7,4.0,75.0,0.0,75.0,9.0
63,Cedi Osman,CLE,69,43,26,20.6,2.3,0.5,20.0,4.1,56.1,0.4,61.5,8.3
64,Charles Bassey,SAS,35,9,26,14.5,5.5,2.0,36.8,9.3,59.0,0.7,64.1,4.9
65,Chima Moneke,SAC,2,1,1,4.0,1.0,0.0,0.0,2.0,50.0,0.0,50.0,11.2
66,Chimezie Metu,SAC,59,36,23,10.8,3.0,1.2,38.2,5.1,59.3,0.3,62.7,4.6
67,Chris Boucher,TOR,66,33,33,19.8,5.6,2.6,46.8,9.9,56.7,0.7,61.1,4.5
68,Chris Duarte,IND,45,19,26,19.8,2.6,0.5,20.0,5.2,49.1,0.5,54.0,8.1
69,Chris Paul,PHX,50,26,24,32.1,4.3,0.7,17.4,7.0,61.0,0.4,64.9,9.2
70,Chris Silva,DAL,1,1,0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
71,Christian Braun,DEN,66,44,22,14.5,2.2,0.7,29.1,4.0,55.4,0.3,59.7,7.5
72,Christian Koloko,TOR,49,24,25,14.0,3.1,1.7,56.7,7.0,44.0,0.6,48.1,5.3
73,Christian Wood,DAL,59,31,28,26.8,7.7,3.2,40.7,12.3,63.0,0.9,67.9,5.0
74,Chuma Okeke,ORL,22,6,16,18.8,3.5,1.1,30.8,6.0,58.6,0.4,62.4,8.0
75,Clint Capela,ATL,56,30,26,26.6,11.1,5.7,50.9,17.1,65.1,0.7,67.9,4.6
76,Coby White,CHI,62,30,32,22.7,2.7,0.6,22.9,5.0,53.2,0.4,57.4,8.5
77,Cody Martin,CHA,7,2,5,19.1,3.4,1.3,37.5,5.1,66.7,0.3,70.6,10.0
78,Cody Zeller,MIA,10,4,6,13.0,3.5,1.8,51.4,8.0,43.8,0.9,49.3,4.2
79,Cole Anthony,ORL,53,24,29,25.6,4.6,0.9,19.2,8.0,57.9,0.7,63.8,7.5
80,Cole Swider,LAL,6,1,5,6.7,1.2,0.8,71.4,2.0,58.3,0.0,58.3,4.0
81,Collin Sexton,UTA,47,24,23,24.0,2.2,0.5,24.0,4.3,51.0,0.3,54.5,10.1
82,Corey Kispert,WAS,64,28,36,27.6,2.8,0.7,25.6,5.1,54.2,0.3,58.1,8.4
83,Cory Joseph,DET,54,11,43,18.5,1.6,0.4,23.3,4.0,40.0,0.5,45.5,10.0
84,D'Angelo Russell,LAL,64,33,31,32.5,3.1,0.6,20.2,6.2,50.1,0.7,56.3,10.0
85,Daishen Nix,HOU,48,12,36,16.7,1.8,0.5,26.7,3.3,54.1,0.2,58.1,8.1
86,Dalano Banton,TOR,27,14,13,9.3,1.3,0.4,30.6,2.7,48.6,0.2,52.2,6.8
87,Dalen Terry,CHI,27,13,14,5.0,0.6,0.2,29.4,1.8,35.4,0.1,38.6,7.9
88,Damian Jones,UTA,31,10,21,9.8,2.6,1.0,38.3,5.0,52.3,0.3,55.5,6.7
89,Damian Lillard,POR,57,26,31,36.4,4.7,1.1,22.6,8.9,53.4,0.6,57.6,9.1
90,Damion Lee,PHX,70,38,32,20.7,3.1,0.6,19.5,5.2,58.6,0.4,63.6,7.6
91,Daniel Gafford,WAS,70,30,40,19.8,5.3,2.6,49.7,11.2,47.3,0.8,51.0,4.2
92,Daniel Theis,IND,7,1,6,15.5,3.1,1.7,54.5,7.7,40.7,0.6,44.0,4.0
93,Danny Green,CLE,9,5,4,9.8,0.8,0.3,42.9,2.2,35.0,0.0,35.0,5.2
94,Danuel House Jr.,PHI,47,32,15,14.2,1.7,0.2,12.7,3.0,55.2,0.2,59.0,7.5
95,Dario Saric,OKC,52,25,27,14.3,3.7,1.4,37.2,6.9,53.4,0.4,57.0,5.0
96,Darius Bazley,PHX,39,18,21,14.9,3.3,1.1,32.0,6.1,53.6,0.5,58.2,5.9
97,Darius Days,HOU,4,0,4,6.2,1.5,0.3,16.7,3.0,50.0,0.0,50.0,4.7
98,Darius Garland,CLE,63,36,27,35.1,2.7,0.4,14.7,5.5,48.9,0.3,52.1,11.3
99,David Duke Jr.,BKN,18,7,11,9.6,1.1,0.3,25.0,2.6,43.5,0.3,48.8,10.0
100,David Roddy,MEM,59,37,22,16.9,2.6,0.7,26.5,4.7,55.6,0.4,60.3,6.7
101,Davion Mitchell,SAC,71,42,29,17.9,1.3,0.2,16.0,2.6,51.4,0.2,56.0,10.1
102,Davis Bertans,DAL,40,19,21,10.8,1.0,0.3,29.3,2.4,42.7,0.2,47.1,6.9
103,Davon Reed,LAL,40,26,14,8.4,1.5,0.3,22.4,2.5,58.0,0.3,65.9,7.6
104,Day'Ron Sharpe,BKN,38,16,22,11.3,4.0,2.2,53.6,7.9,50.8,0.4,53.5,4.2
105,De'Aaron Fox,SAC,65,40,25,34.0,4.2,0.8,19.3,7.3,58.1,0.5,62.4,8.8
106,De'Andre Hunter,ATL,62,34,28,31.9,4.2,1.2,28.2,8.0,53.1,0.7,58.6,7.4
107,De'Anthony Melton,PHI,68,46,22,28.0,4.2,1.3,30.0,7.4,56.2,0.7,61.7,7.9
108,DeAndre Jordan,DEN,35,22,13,14.3,4.8,2.0,41.1,7.9,61.1,0.5,65.6,4.4
109,DeMar DeRozan,CHI,64,32,32,36.7,4.7,1.0,21.1,8.4,55.7,0.8,61.3,8.5
110,Dean Wade,CLE,39,27,12,19.9,3.3,0.9,27.7,6.0,55.8,0.5,61.0,6.6
111,Deandre Ayton,PHX,61,30,31,30.4,10.1,4.3,42.0,15.8,64.4,1.1,69.4,4.6
112,Dejounte Murray,ATL,66,33,33,36.4,5.4,1.3,23.7,9.8,55.6,1.0,62.0,7.2
113,Delon Wright,WAS,43,23,20,23.8,3.2,0.9,29.2,5.5,57.8,0.4,62.0,9.3
114,Deni Avdija,WAS,70,31,39,26.0,6.3,1.9,29.5,10.7,58.6,1.0,64.9,4.8
115,Dennis Schroder,LAL,59,31,28,30.0,2.5,0.2,9.0,4.9,50.3,0.4,54.9,10.9
116,Dennis Smith Jr.,CHA,51,17,34,25.7,3.0,0.7,23.2,6.4,47.7,0.8,54.2,8.5
117,Deonte Burton,SAC,2,1,1,3.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
118,Dereon Seabron,NOP,5,2,3,2.3,0.2,0.2,100.0,1.4,14.3,0.2,16.7,1.8
119,Derrick Jones Jr.,CHI,53,23,30,13.6,2.4,1.3,54.4,4.5,52.5,0.3,56.1,5.8
120,Derrick Rose,NYK,27,12,15,12.5,1.5,0.3,20.0,2.9,51.9,0.1,54.1,10.4
121,Derrick White,BOS,73,50,23,28.2,3.5,1.0,28.7,6.4,54.5,0.6,60.6,8.0
122,Desmond Bane,MEM,49,31,18,31.3,5.1,1.2,22.8,8.9,57.3,0.6,61.4,7.8
123,Devin Booker,PHX,44,27,17,34.5,4.5,0.9,19.7,8.3,54.2,0.5,58.1,8.4
124,Devin Vassell,SAS,36,12,24,31.2,3.9,1.0,26.6,6.8,57.2,0.6,62.6,6.5
125,Devon Dotson,WAS,6,1,5,8.8,1.7,0.5,30.0,2.8,58.8,0.0,58.8,13.2
126,Devonte' Graham,SAS,67,30,37,17.9,1.6,0.3,16.4,3.1,52.6,0.3,57.9,10.6
127,Dewayne Dedmon,PHI,33,20,13,11.0,3.5,1.6,46.5,6.7,51.6,0.6,57.0,5.0
128,Dillon Brooks,MEM,65,41,24,30.5,3.3,0.7,20.1,6.2,53.4,0.5,58.2,8.6
129,Domantas Sabonis,SAC,70,42,28,34.8,12.5,5.2,41.7,21.7,57.6,1.6,62.1,4.0
130,Dominick Barlow,SAS,18,2,16,12.1,2.7,1.2,42.9,5.4,50.0,0.6,56.3,6.2
131,Donovan Mitchell,CLE,62,40,22,35.5,4.2,1.0,23.3,7.2,57.8,0.3,60.6,9.1
132,Donte DiVincenzo,GSW,62,34,28,26.6,4.4,0.9,20.7,7.8,56.1,0.7,61.5,7.5
133,Dorian Finney-Smith,BKN,58,26,32,31.0,4.7,1.9,41.2,8.5,55.4,0.8,60.9,6.7
134,Doug McDermott,SAS,59,18,41,20.7,2.2,0.5,23.7,4.0,55.5,0.3,60.4,8.3
135,Draymond Green,GSW,63,33,30,31.5,7.3,2.9,39.8,11.9,61.1,1.0,66.8,5.4
136,Drew Eubanks,POR,69,29,40,19.7,5.1,1.8,35.2,9.3,55.0,0.7,59.3,5.0
137,Dru Smith,BKN,10,4,6,12.4,1.8,0.3,16.7,3.0,60.0,0.4,69.2,10.3
138,Duane Washington Jr.,NYK,31,17,14,12.7,1.2,0.1,5.6,2.1,55.4,0.0,55.4,10.3
139,Duncan Robinson,MIA,35,16,19,16.5,1.7,0.5,29.5,3.1,57.0,0.2,61.6,8.6
140,Dwight Powell,DAL,67,35,32,19.9,4.3,1.8,42.4,9.4,45.8,0.6,49.2,5.9
141,Dylan Windler,CLE,2,2,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Dyson Daniels,NOP,50,26,24,18.6,3.3,1.1,33.1,5.9,54.9,0.4,58.8,7.5
143,Edmond Sumner,BKN,48,28,20,14.4,1.5,0.3,17.6,3.3,47.4,0.2,50.7,8.7
144,Eric Gordon,LAC,61,19,42,29.2,2.0,0.2,12.5,3.6,54.1,0.2,57.1,12.0
145,Eugene Omoruyi,DET,33,10,23,14.7,2.7,0.9,33.0,5.8,46.3,0.4,50.0,6.6
146,Evan Fournier,NYK,23,13,10,18.0,2.0,0.3,15.6,3.4,57.7,0.3,63.4,9.2
147,Evan Mobley,CLE,72,44,28,34.3,8.9,3.7,41.7,15.2,58.2,1.2,63.3,5.3
148,Facundo Campazzo,DAL,8,2,6,6.5,0.3,0.0,0.0,0.8,33.3,0.1,40.0,13.1
149,Frank Jackson,UTA,1,0,1,5.1,2.0,1.0,50.0,5.0,40.0,0.0,40.0,21.2
150,Frank Kaminsky,HOU,33,12,21,6.4,1.4,0.7,53.3,2.2,60.8,0.0,61.6,3.9
151,Frank Ntilikina,DAL,43,19,24,11.5,1.3,0.3,20.0,2.3,56.1,0.2,61.8,8.9
152,Franz Wagner,ORL,72,29,43,33.0,4.0,0.8,20.5,7.5,53.3,0.6,57.6,9.0
153,Fred VanVleet,TOR,60,29,31,37.0,4.2,0.8,19.8,7.9,53.4,0.8,59.3,10.0
154,Furkan Korkmaz,PHI,29,21,8,9.4,1.0,0.2,23.3,1.9,55.6,0.2,62.5,10.7
155,Gabe Vincent,MIA,59,32,27,26.3,2.1,0.4,18.4,4.0,53.4,0.3,57.3,11.5
156,Garrett Temple,NOP,21,13,8,7.0,0.7,0.2,35.7,1.4,46.7,0.2,56.0,9.2
157,Garrison Mathews,ATL,49,14,35,12.8,1.4,0.2,17.9,2.7,51.1,0.3,57.8,9.0
158,Gary Harris,ORL,42,18,24,25.0,2.0,0.4,19.8,3.8,54.4,0.3,58.9,11.8
159,Gary Payton II,GSW,15,8,7,17.0,2.6,0.8,30.8,5.2,50.0,0.4,54.2,6.5
160,Gary Trent Jr.,TOR,63,30,33,32.6,2.7,0.5,18.6,4.4,60.7,0.3,65.2,10.0
161,George Hill,IND,41,26,15,18.7,1.9,0.5,24.1,4.2,46.2,0.3,50.0,10.0
162,Georges Niang,PHI,68,46,22,19.2,2.4,0.5,21.3,4.7,49.7,0.5,55.2,6.8
163,Giannis Antetokounmpo,MIL,56,42,14,32.5,11.9,3.9,32.5,18.4,64.5,1.3,69.4,5.1
164,Goga Bitadze,ORL,29,9,20,10.4,2.9,1.6,53.6,6.2,46.9,0.8,53.5,4.2
165,Goran Dragic,MIL,50,22,28,15.5,1.3,0.3,19.4,2.8,47.2,0.2,51.5,9.5
166,Gordon Hayward,CHA,47,18,29,31.5,4.3,0.9,20.2,6.8,63.4,0.4,67.4,8.9
167,Gorgui Dieng,SAS,25,2,23,10.0,2.7,0.9,32.4,4.4,61.8,0.3,66.7,6.4
168,Grant Williams,BOS,70,48,22,26.6,4.7,1.8,38.5,8.7,53.7,0.7,58.2,6.5
169,Grayson Allen,MIL,65,48,17,27.8,3.3,0.7,20.4,6.4,52.2,0.6,57.4,9.4
170,Greg Brown III,POR,16,10,6,5.8,1.2,0.4,31.6,1.9,61.3,0.1,65.5,7.1
171,Hamidou Diallo,DET,55,12,43,17.7,3.5,1.2,33.5,5.5,62.8,0.2,65.6,6.7
172,Harrison Barnes,SAC,72,43,29,32.7,4.7,1.4,30.3,8.0,58.4,0.7,63.9,8.1
173,Haywood Highsmith,MIA,48,25,23,18.3,3.5,1.2,33.1,6.3,56.1,0.5,61.0,7.8
174,Herbert Jones,NOP,56,24,32,29.0,4.0,1.6,39.5,7.6,52.5,0.5,56.0,8.1
175,Immanuel Quickley,NYK,72,42,30,28.4,4.1,0.5,11.9,6.8,60.0,0.5,64.6,9.7
176,Isaac Okoro,CLE,74,46,28,21.8,2.5,0.8,30.8,5.2,48.4,0.4,52.4,9.4
177,Isaiah Hartenstein,NYK,73,42,31,19.7,6.7,3.5,52.6,12.6,53.0,0.9,56.9,4.8
178,Isaiah Jackson,IND,53,21,32,15.4,4.2,2.4,58.2,8.4,49.4,0.9,55.1,4.3
179,Isaiah Joe,OKC,64,33,31,18.3,2.3,0.4,17.3,4.6,51.4,0.5,58.1,7.7
180,Isaiah Livers,DET,45,10,35,22.4,2.5,0.8,31.6,4.9,51.8,0.5,57.6,8.7
181,Isaiah Mobley,CLE,9,6,3,3.4,1.3,0.6,41.7,1.8,75.0,0.0,75.0,5.4
182,Isaiah Roby,SAS,41,9,32,11.3,2.5,0.8,31.7,4.2,59.8,0.2,63.4,5.9
183,Isaiah Stewart,DET,49,12,37,28.3,8.0,3.1,39.0,14.1,56.6,1.0,60.8,4.6
184,Isaiah Todd,WAS,4,2,2,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,Ish Smith,DEN,36,22,14,9.0,1.3,0.3,24.4,2.4,52.3,0.3,59.2,7.6
186,Ish Wainright,PHX,53,28,25,15.3,2.2,0.9,42.0,4.3,51.7,0.4,56.4,7.0
187,Ivica Zubac,LAC,67,37,30,29.0,10.1,5.1,50.8,17.8,56.7,1.1,60.5,4.1
188,JD Davison,BOS,8,7,1,2.3,0.6,0.0,0.0,0.8,83.3,0.0,83.3,5.5
189,JT Thor,CHA,60,18,42,11.9,1.9,0.8,41.2,3.2,59.4,0.2,63.0,7.7
190,Ja Morant,MEM,53,34,19,32.5,6.0,1.4,24.0,11.2,53.5,0.8,57.7,7.8
191,JaMychal Green,GSW,53,27,26,14.3,3.7,1.7,45.9,6.2,59.6,0.4,63.8,4.7
192,JaVale McGee,DAL,37,18,19,8.0,2.5,1.4,53.2,4.7,54.3,0.4,59.1,4.2
193,Jabari Smith Jr.,HOU,69,17,52,30.7,7.1,2.8,39.4,11.8,60.4,0.9,65.4,5.4
194,Jabari Walker,POR,46,20,26,8.7,2.0,1.0,52.2,3.7,54.8,0.2,57.9,4.6
195,Jack White,DEN,16,12,4,3.2,0.6,0.3,55.6,1.0,56.3,0.1,60.0,5.0
196,Jaden Hardy,DAL,38,18,20,13.9,1.6,0.3,19.4,3.0,54.4,0.3,59.6,9.2
197,Jaden Ivey,DET,64,15,49,30.4,3.9,0.8,20.1,8.0,48.8,0.9,54.8,8.5
198,Jaden McDaniels,MIN,70,35,35,30.8,3.9,1.4,36.0,7.4,52.9,0.7,58.0,8.0
199,Jaden Springer,PHI,10,10,0,4.0,0.9,0.4,44.4,1.6,56.3,0.1,60.0,6.1
200,Jae Crowder,MIL,11,9,2,18.7,4.2,1.3,30.4,7.3,57.5,0.5,61.3,6.7
201,Jae'Sean Tate,HOU,31,7,24,21.9,3.8,1.3,33.9,7.2,53.2,0.5,57.3,7.0
202,Jake LaRavia,MEM,33,22,11,11.9,1.8,0.6,33.3,3.1,58.8,0.2,61.9,8.1
203,Jakob Poeltl,TOR,61,20,41,26.7,9.1,5.1,55.8,15.1,60.2,0.9,64.2,4.5
204,Jalen Brunson,NYK,64,37,27,34.9,3.5,0.6,17.7,6.7,52.8,0.5,56.6,9.8
205,Jalen Duren,DET,57,15,42,24.7,8.7,4.2,48.9,16.4,53.0,1.1,56.8,4.3
206,Jalen Green,HOU,66,16,50,34.1,3.9,0.8,21.4,7.4,52.6,0.5,56.4,7.4
207,Jalen Johnson,ATL,64,32,32,14.5,3.9,1.4,36.0,6.2,62.7,0.5,68.1,5.2
208,Jalen McDaniels,PHI,71,26,45,24.3,4.5,1.2,25.7,8.2,54.5,0.7,59.5,5.7
209,Jalen Smith,IND,60,29,31,18.5,5.7,2.6,45.1,10.1,57.0,0.7,60.9,4.7
210,Jalen Suggs,ORL,45,17,28,23.7,3.0,1.0,33.1,6.0,49.1,0.5,53.2,8.6
211,Jalen Williams,OKC,66,33,33,29.9,4.5,1.3,27.8,8.1,56.0,0.6,60.5,7.8
212,Jamal Cain,MIA,15,8,7,12.4,2.6,0.9,35.9,4.3,60.0,0.4,66.1,6.0
213,Jamal Murray,DEN,58,39,19,33.0,3.9,0.7,17.9,6.7,59.2,0.5,64.1,8.9
214,Jamaree Bouyea,WAS,5,2,3,14.1,1.2,0.2,16.7,2.8,42.9,0.2,46.2,9.9
215,James Bouknight,CHA,26,5,21,13.6,2.0,0.5,23.5,3.4,57.3,0.2,61.4,7.9
216,James Harden,PHI,53,36,17,36.9,6.3,1.2,19.6,10.2,62.1,0.6,66.1,6.8
217,James Johnson,IND,14,6,8,8.8,1.5,0.4,23.8,2.6,58.3,0.1,61.8,5.2
218,James Wiseman,DET,36,10,26,18.3,5.8,2.4,41.3,10.6,54.3,0.6,57.3,3.8
219,Jared Butler,OKC,2,1,1,9.6,0.5,0.0,0.0,2.5,20.0,0.0,20.0,9.1
220,Jared Rhoden,DET,7,1,6,9.4,2.0,1.1,57.1,3.3,60.9,0.3,66.7,5.7
221,Jaren Jackson Jr.,MEM,54,34,20,28.0,6.6,2.5,38.3,12.6,52.1,1.1,56.8,6.4
222,Jarred Vanderbilt,LAL,68,35,33,24.4,7.8,2.4,30.5,12.6,61.9,0.7,65.4,5.5
223,Jarrett Allen,CLE,63,40,23,33.1,9.9,4.6,46.9,16.8,58.7,1.4,64.1,4.9
224,Jarrett Culver,ATL,10,5,5,13.7,3.8,1.4,36.8,5.6,67.9,0.2,70.4,5.8
225,Jason Preston,LAC,13,3,10,9.4,1.7,0.3,18.2,2.8,61.1,0.1,62.9,7.8
226,Javonte Green,CHI,29,12,17,15.8,2.9,1.3,45.8,5.5,51.9,0.6,58.0,6.2
227,Jaxson Hayes,NOP,44,20,24,13.7,2.9,1.0,33.3,5.1,57.3,0.3,60.8,6.1
228,Jay Huff,WAS,2,1,1,4.4,1.5,0.5,33.3,2.0,75.0,0.0,75.0,4.6
229,Jaylen Brown,BOS,61,41,20,36.1,6.9,1.6,23.7,11.4,60.0,1.0,65.5,7.0
230,Jaylen Nowell,MIN,63,32,31,19.5,2.6,0.5,20.0,4.7,55.9,0.3,59.8,9.4
231,Jaylin Williams,OKC,40,20,20,17.7,4.7,1.8,38.1,8.0,59.1,0.5,63.2,5.2
232,Jayson Tatum,BOS,68,48,20,37.4,8.9,1.7,19.5,12.8,69.8,0.8,74.2,6.2
233,Jeff Dowtin Jr.,TOR,18,12,6,8.9,0.9,0.2,17.6,1.4,68.0,0.1,70.8,14.0
234,Jeff Green,DEN,48,29,19,19.3,2.5,0.8,29.5,4.3,58.7,0.2,61.9,8.5
235,Jerami Grant,POR,63,28,35,35.6,4.5,1.1,24.0,7.8,57.3,0.7,62.5,8.8
236,Jeremiah Robinson-Earl,OKC,36,12,24,19.4,4.4,2.3,50.9,8.9,49.7,1.1,56.6,4.7
237,Jeremy Sochan,SAS,54,15,39,26.1,5.2,1.8,35.2,9.7,53.6,1.0,59.8,5.8
238,Jericho Sims,NYK,49,29,20,15.8,4.7,2.3,48.7,8.7,54.7,0.7,59.2,5.0
239,Jevon Carter,MIL,71,51,20,22.3,2.6,0.3,12.1,4.2,60.5,0.2,63.0,11.2
240,Jimmy Butler,MIA,58,31,27,33.3,6.1,2.6,42.2,10.2,59.5,0.5,62.4,6.3
241,Jock Landale,PHX,62,32,30,13.9,4.0,2.1,53.8,8.1,49.3,0.5,52.9,5.4
242,Joe Harris,BKN,65,34,31,21.5,2.3,0.6,28.2,4.7,49.2,0.5,55.2,9.0
243,Joe Ingles,MIL,37,26,11,23.1,3.2,0.4,13.6,4.8,67.0,0.4,72.4,7.8
