,PLAYER,TEAM,GP,W,L,MIN,DRIVES,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%
0,A.J. Lawson,DAL,13,5,8,4.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AJ Green,MIL,32,25,7,9.4,0.3,0.0,0.0,100.0,0.0,0.0,0.0,0.1,18.2,0.3,81.8,0.0,0.0,0.0,9.1,0.0,0.0
2,AJ Griffin,ATL,61,28,33,19.4,2.8,0.9,1.7,49.5,0.3,0.4,86.4,2.0,72.1,0.7,24.4,0.1,4.1,0.2,5.8,0.2,6.4
3,Aaron Gordon,DEN,58,40,18,30.1,3.3,0.8,1.5,55.2,0.6,1.1,57.8,2.4,72.8,0.9,26.7,0.3,8.4,0.3,7.9,0.5,16.2
4,Aaron Holiday,ATL,54,28,26,13.6,3.2,0.5,1.2,40.9,0.2,0.2,75.0,1.2,38.5,1.6,48.3,0.2,7.5,0.2,6.3,0.1,3.4
5,Aaron Nesmith,IND,61,27,34,24.8,3.9,0.7,1.6,44.0,0.5,0.6,80.6,2.0,50.2,1.5,38.4,0.3,7.6,0.3,8.0,0.3,7.6
6,Aaron Wiggins,OKC,58,31,27,18.5,2.9,0.6,1.2,47.2,0.2,0.3,75.0,1.4,47.9,1.1,38.5,0.3,10.1,0.2,8.3,0.1,4.7
7,Admiral Schofield,ORL,31,12,19,11.9,0.8,0.3,0.5,60.0,0.2,0.2,100.0,0.8,104.2,0.1,16.7,0.0,0.0,0.0,4.2,0.1,12.5
8,Al Horford,BOS,55,38,17,31.0,1.4,0.3,0.5,60.0,0.1,0.1,50.0,0.7,50.0,0.8,53.8,0.2,14.1,0.0,0.0,0.1,3.8
9,Alec Burks,DET,50,12,38,22.0,4.8,1.0,2.1,49.0,0.8,1.1,75.9,3.0,63.1,1.7,36.1,0.4,9.1,0.3,5.4,0.6,11.6
