,PLAYER,TEAM,GP,W,L,MIN,Passes Made,Passes Received,AST,Secondary AST,Potential AST,AST PTS Created,AST PTS Created.1,AST Adj,AST To Pass%,AST To Pass% Adj
0,A.J. Lawson,DAL,13,5,8,4.8,2.7,3.3,0.1,0.1,0.3,0.2,0.2,2.9,5.7,
1,AJ Green,MIL,32,25,7,9.4,7.8,8.7,0.6,0.1,1.3,1.6,0.7,7.7,9.3,
2,AJ Griffin,ATL,65,30,35,19.4,12.5,14.4,1.0,0.1,1.7,2.4,1.1,7.8,9.0,
3,Aaron Gordon,DEN,61,42,19,30.1,25.9,27.7,2.9,0.4,4.4,7.3,3.5,11.2,13.4,
4,Aaron Holiday,ATL,56,29,27,13.7,15.5,16.3,1.4,0.1,3.0,3.7,1.7,8.9,11.0,
5,Aaron Nesmith,IND,65,28,37,24.7,24.0,19.9,1.3,0.2,2.0,3.4,1.5,5.4,6.4,
6,Aaron Wiggins,OKC,62,33,29,18.3,14.1,13.6,1.2,0.2,2.1,3.1,1.5,8.4,10.4,
7,Admiral Schofield,ORL,31,12,19,11.9,14.4,9.2,0.8,0.0,1.4,2.2,0.9,5.6,6.1,
8,Al Horford,BOS,58,41,17,30.8,37.3,27.9,2.9,0.4,4.7,8.1,3.6,7.9,9.7,
9,Alec Burks,DET,50,12,38,22.0,21.6,24.7,2.2,0.2,3.6,5.3,2.5,10.3,11.5,
10,Aleksej Pokusevski,OKC,31,15,16,21.9,33.9,26.4,2.0,0.2,3.7,5.0,2.3,5.9,6.7,
11,Alex Caruso,CHI,59,27,32,23.9,36.6,28.3,3.0,0.4,4.7,7.8,3.8,8.2,10.4,
12,Alex Len,SAC,18,12,6,3.2,4.6,2.9,0.3,0.0,0.5,0.8,0.3,7.3,7.3,
13,Alize Johnson,SAS,4,1,3,7.4,8.8,5.8,0.3,0.0,1.3,0.8,0.3,2.9,2.9,
14,Alondes Williams,BKN,1,1,0,5.3,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,Alperen Sengun,HOU,67,14,53,28.5,38.8,36.6,3.8,0.3,6.7,9.8,4.7,9.8,12.0,
16,Amir Coffey,LAC,46,24,22,13.0,9.6,10.7,1.1,0.1,2.0,2.9,1.4,11.8,14.7,
17,Andre Drummond,CHI,60,28,32,12.7,11.5,9.0,0.5,0.0,0.9,1.2,0.6,4.7,5.1,
18,Andre Iguodala,GSW,7,2,5,13.5,21.4,14.7,2.6,0.6,3.4,6.6,3.1,12.0,14.7,
