,PLAYER,TEAM,GP,Poss,Freq%,PPP,PTS,FGM,FGA,FG%,eFG%,FT Freq%,TOV Freq%,SF Freq%,And One Freq%,Score Freq%,Percentile
0,Giannis Antetokounmpo,MIL,52,8.2,27.2,1.15,9.4,3.1,5.3,58.5,60.0,32.7,10.4,31.1,8.0,59.5,53.0
1,Shai Gilgeous-Alexander,OKC,56,6.0,21.6,1.26,7.5,2.4,4.2,57.0,60.0,24.8,8.7,22.7,4.0,60.6,76.7
2,LeBron James,LAL,47,7.1,25.2,1.2,8.5,3.1,5.0,62.0,65.0,21.0,13.2,19.8,5.0,59.2,65.8
3,Jaylen Brown,BOS,55,5.6,21.9,1.26,7.0,2.7,4.4,61.8,67.0,15.6,10.1,14.9,4.0,59.4,75.8
4,De'Aaron Fox,SAC,58,5.7,23.8,1.17,6.6,2.5,4.2,59.3,62.0,19.8,11.3,18.6,5.0,56.7,60.9
5,Anthony Edwards,MIN,67,5.3,21.4,1.04,5.5,2.0,3.7,52.6,58.0,17.9,18.2,17.4,6.0,47.9,32.6
6,Buddy Hield,IND,67,4.0,25.6,1.28,5.1,1.9,3.6,52.3,69.0,2.6,7.9,2.3,0.0,49.2,79.9
7,Ja Morant,MEM,53,5.5,20.0,1.13,6.3,2.3,3.9,59.3,63.0,17.7,15.3,15.6,4.0,55.1,50.2
8,Jordan Poole,GSW,67,4.2,19.7,1.18,5.0,1.7,3.1,56.0,63.0,16.3,13.1,13.5,3.0,54.6,61.9
9,Bennedict Mathurin,IND,67,4.0,24.5,1.2,4.9,1.5,2.8,54.3,61.0,24.7,10.7,24.0,4.0,57.2,66.7
10,Zach LaVine,CHI,62,4.4,19.1,1.2,5.2,1.7,3.1,55.7,61.0,20.3,10.0,19.9,3.0,56.8,66.0
11,Jayson Tatum,BOS,62,4.1,14.8,1.26,5.2,1.8,3.0,58.6,64.0,20.4,11.4,20.0,5.0,58.4,76.5
12,Trae Young,ATL,59,5.1,18.8,1.02,5.2,1.7,3.6,46.4,52.0,18.9,13.9,13.9,3.0,48.0,29.7
13,Donovan Mitchell,CLE,57,4.2,17.1,1.2,5.1,1.9,3.4,57.0,65.0,12.0,12.4,9.5,4.0,52.9,66.2
14,Terry Rozier,CHA,58,4.5,20.4,1.08,4.9,1.9,3.8,49.5,56.0,11.8,8.4,11.1,3.0,49.2,39.3
15,Kyle Kuzma,WAS,60,4.3,19.0,1.08,4.7,1.9,3.3,56.5,62.0,9.7,15.4,9.7,2.0,49.4,40.6
16,Desmond Bane,MEM,43,5.3,27.5,1.19,6.3,2.3,4.7,49.5,61.0,9.6,7.4,8.7,4.0,48.7,63.7
17,Pascal Siakam,TOR,57,3.9,16.1,1.21,4.7,1.6,2.7,61.0,65.0,22.8,13.4,21.4,5.0,59.4,68.5
18,RJ Barrett,NYK,61,4.2,20.2,1.03,4.3,1.6,3.1,50.8,55.0,17.5,9.7,17.9,2.0,51.0,31.3
19,O.G. Anunoby,TOR,53,4.1,24.6,1.21,4.9,1.9,3.3,57.7,64.0,12.0,10.6,11.1,3.0,54.8,68.7
20,Gary Trent Jr.,TOR,58,3.9,23.5,1.14,4.5,1.6,3.4,45.7,55.0,12.2,3.1,10.9,1.0,50.2,52.5
21,Lauri Markkanen,UTA,60,3.3,15.6,1.31,4.3,1.6,2.6,60.6,67.0,16.2,9.6,15.2,4.0,59.1,82.6
