,Player,Team,Age,Restricted Area_FGM,Restricted Area_FGA,Restricted Area_FG%,In The Paint (Non-RA)_FGM,In The Paint (Non-RA)_FGA,In The Paint (Non-RA)_FG%,Mid-Range_FGM,Mid-Range_FGA,Mid-Range_FG%,Left Corner 3._FGM,Left Corner 3._FGA,Left Corner 3._FG%,Right Corner 3._FGM,Right Corner 3._FGA,Right Corner 3._FG%,Corner 3_FGM,Corner 3_FGA,Corner 3_FG%,Above the Break 3._FGM,Above the Break 3._FGA,Above the Break 3._FG%
0,A.J. Lawson,DAL,22,0.5,0.8,55.6,0.1,0.1,100,0.0,0.0,0.0,0.0,0.7,0.0,0.2,0.8,25.0,0.1,1.0,12.5,0.5,0.6,75.0
1,AJ Green,MIL,23,0.1,0.2,60.0,0.1,0.1,100,0.1,0.4,36.4,0.1,0.3,16.7,0.3,0.5,60.0,0.3,0.7,43.8,1.1,2.5,43.2
2,AJ Griffin,ATL,19,0.6,0.9,70.4,1.0,1.9,51.8,0.5,1.0,49.2,0.3,0.8,44.4,0.1,0.3,29.4,0.4,1.1,40.3,1.0,2.6,37.7
3,Aaron Gordon,DEN,27,4.8,6.7,72.5,0.5,1.2,38.5,0.2,0.7,30.8,0.1,0.4,20.0,0.1,0.4,28.6,0.2,0.8,24.4,0.8,1.7,43.6
4,Aaron Holiday,ATL,26,0.5,1.0,56.3,0.3,0.9,28.3,0.2,0.4,40.0,0.1,0.2,42.9,0.0,0.2,12.5,0.1,0.3,26.7,0.5,1.2,45.0
5,Aaron Nesmith,IND,23,1.4,2.3,59.8,0.2,0.8,27.7,0.2,0.6,38.2,0.3,0.8,31.9,0.4,1.2,36.4,0.7,2.0,34.5,0.8,2.2,35.2
6,Aaron Wiggins,OKC,24,1.8,2.6,67.9,0.2,1.0,25.5,0.0,0.0,0.0,0.2,0.7,30.6,0.1,0.3,37.5,0.3,1.0,32.7,0.4,0.8,45.5
7,Admiral Schofield,ORL,25,0.7,1.0,71.0,0.1,0.2,57.1,0.0,0.0,0.0,0.2,0.5,36.4,0.2,0.3,50.0,0.3,0.7,42.1,0.4,1.2,31.6
8,Al Horford,BOS,36,0.9,1.3,65.2,0.5,1.0,50.9,0.1,0.3,18.8,0.4,0.9,39.1,0.7,1.2,56.5,1.0,2.1,49.1,1.3,2.9,42.8
9,Alec Burks,DET,31,0.5,0.9,58.3,0.7,1.7,41.9,0.7,1.7,43.7,0.3,0.6,40.6,0.3,0.5,59.1,0.5,1.1,48.1,1.4,3.6,39.1
10,Aleksej Pokusevski,OKC,21,1.7,2.9,60.0,0.4,1.2,31.6,0.1,0.5,21.4,0.3,0.7,42.9,0.1,0.4,30.0,0.4,1.0,38.7,0.8,2.3,37.1
11,Alex Caruso,CHI,29,0.9,1.4,67.5,0.1,0.5,15.4,0.1,0.2,38.5,0.2,0.5,48.0,0.2,0.7,31.6,0.4,1.1,38.1,0.4,1.1,34.4
12,Alex Len,SAC,29,0.2,0.3,75.0,0.1,0.2,50.0,0.1,0.2,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
13,Alize Johnson,SAS,26,0.8,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
14,Alondes Williams,BKN,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0
