,PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
0,LeBron James,LAL,38,47,47,100,11.3,22.5,50.2,55.0,69.3,9.2,15.6,58.8,30.7,2.1,6.9,30.8
1,Luka Doncic,DAL,24,57,57,100,11.0,22.1,50.0,56.3,64.0,8.3,14.1,58.5,36.0,2.8,8.0,34.8
2,Jayson Tatum,BOS,25,62,62,100,9.9,21.4,46.3,54.0,56.3,6.6,12.1,54.7,43.7,3.3,9.4,35.4
3,Damian Lillard,POR,32,53,53,100,9.7,20.8,46.7,56.9,45.6,5.5,9.5,57.8,54.4,4.3,11.3,37.5
4,Ja Morant,MEM,23,53,53,100,9.6,20.6,46.3,50.2,75.4,8.0,15.6,51.1,24.6,1.6,5.1,31.5
5,Devin Booker,PHX,26,39,39,100,10.1,20.6,48.9,54.6,69.3,7.7,14.3,54.1,30.7,2.3,6.3,36.9
6,Joel Embiid,PHI,28,52,52,100,11.0,20.5,53.7,56.4,85.0,9.9,17.5,56.7,15.0,1.1,3.1,36.4
7,Giannis Antetokounmpo,MIL,28,52,52,100,11.0,20.5,53.8,55.8,85.9,10.2,17.6,58.1,14.1,0.8,2.9,28.1
8,Jaylen Brown,BOS,26,55,55,100,9.9,20.4,48.5,54.5,64.0,7.4,13.0,57.1,36.0,2.4,7.3,33.3
9,Shai Gilgeous-Alexander,OKC,24,56,56,100,10.3,20.2,51.0,53.2,87.1,9.4,17.6,53.4,12.9,0.9,2.6,34.1
10,Kyrie Irving,DAL,30,51,51,100,9.9,20.2,49.1,57.2,57.8,6.7,11.7,57.2,42.2,3.3,8.5,38.1
11,Donovan Mitchell,CLE,26,57,57,100,9.6,20.2,47.7,56.6,53.5,6.0,10.8,55.9,46.5,3.6,9.4,38.3
12,Stephen Curry,GSW,34,39,39,100,9.9,20.1,49.6,62.3,41.8,4.9,8.4,58.1,58.2,5.1,11.7,43.5
13,LaMelo Ball,CHA,21,36,36,100,8.2,20.0,41.1,51.0,46.9,4.2,9.4,44.9,53.1,4.0,10.6,37.6
14,Trae Young,ATL,24,59,59,100,8.4,19.5,43.2,48.7,66.7,6.3,13.0,48.3,33.3,2.1,6.5,33.0
