,PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
0,Luka Doncic,DAL,24,57,57,53.9,4.7,11.9,39.4,49.3,22.6,2.3,5.0,46.6,31.3,2.4,6.9,34.3
1,Devin Booker,PHX,26,44,43,55.8,5.2,11.6,44.6,50.0,37.0,3.9,7.7,50.9,18.7,1.3,3.9,32.1
2,DeMar DeRozan,CHI,33,64,64,58.3,5.0,10.5,47.9,48.4,56.5,4.9,10.1,48.5,1.8,0.1,0.3,27.3
3,Trae Young,ATL,24,64,64,52.8,4.0,10.4,38.3,46.5,26.5,2.3,5.2,43.8,26.3,1.7,5.2,32.8
4,Kevin Durant,PHX,34,42,42,55.4,5.6,10.2,55.0,59.1,43.2,4.8,7.9,60.0,12.2,0.8,2.2,37.1
5,Damian Lillard,POR,32,57,57,47.0,4.0,9.8,40.5,54.6,11.3,1.2,2.4,50.6,35.7,2.8,7.4,37.2
6,Kyrie Irving,DAL,30,53,53,47.1,4.4,9.6,46.0,55.3,23.9,2.6,4.8,53.6,23.2,1.8,4.7,37.9
7,Donovan Mitchell,CLE,26,61,61,47.2,4.1,9.6,42.5,54.0,19.1,1.9,3.9,47.8,28.2,2.2,5.7,38.8
8,Brandon Ingram,NOP,25,34,34,51.2,3.8,9.2,41.2,43.1,45.3,3.4,8.2,42.2,5.9,0.3,1.1,33.0
9,Shai Gilgeous-Alexander,OKC,24,60,60,44.8,4.3,9.1,46.6,50.1,36.3,3.6,7.4,49.1,8.5,0.6,1.7,36.4
10,Stephen Curry,GSW,35,46,46,44.5,4.2,9.0,46.4,62.7,13.7,1.2,2.8,44.6,30.8,3.0,6.3,47.3
11,Cade Cunningham,DET,21,12,12,47.3,3.7,8.8,41.5,45.3,32.6,3.0,6.1,49.3,14.7,0.7,2.8,24.4
12,De'Aaron Fox,SAC,25,64,64,47.7,3.7,8.8,42.2,47.1,33.4,2.8,6.1,46.3,14.3,0.9,2.6,32.6
13,CJ McCollum,NOP,31,64,64,48.0,3.7,8.7,42.2,49.0,30.6,2.5,5.5,44.9,17.4,1.2,3.1,37.3
14,Dejounte Murray,ATL,26,66,64,47.8,4.0,8.6,46.3,50.1,38.1,3.3,6.9,48.5,9.7,0.7,1.7,37.4
15,Jamal Murray,DEN,26,58,58,52.9,3.5,8.6,40.7,49.3,30.0,2.0,4.9,41.4,22.9,1.5,3.7,39.8
16,Kawhi Leonard,LAC,31,43,42,49.9,4.0,8.3,47.9,52.8,37.8,3.2,6.3,50.4,12.1,0.8,2.0,40.1
17,Terry Rozier,CHA,29,62,62,43.9,3.1,8.3,37.2,45.4,20.9,1.7,4.0,43.8,23.1,1.4,4.4,31.4
18,Chris Paul,PHX,37,50,49,74.2,3.5,8.3,41.8,46.7,49.3,2.6,5.5,48.0,24.9,0.8,2.8,29.5
19,Jalen Brunson,NYK,26,64,64,47.1,3.7,8.2,44.9,51.3,31.2,2.6,5.4,48.3,15.9,1.1,2.8,38.1
20,Tyler Herro,MIA,23,59,59,48.7,3.1,8.2,38.1,47.1,24.8,1.6,4.2,39.3,23.9,1.5,4.0,36.6
21,Paul George,LAC,32,55,55,45.6,3.2,8.2,39.1,47.6,24.3,1.8,4.4,41.7,21.3,1.4,3.8,36.1
22,LaMelo Ball,CHA,21,36,36,40.8,3.0,8.2,36.7,47.6,15.3,1.2,3.1,39.9,25.5,1.8,5.1,34.8
23,Anthony Edwards,MIN,21,71,71,42.0,2.9,8.2,35.3,45.3,17.5,1.3,3.4,36.7,24.5,1.6,4.8,34.2
24,Zach LaVine,CHI,28,66,66,43.2,3.0,7.8,37.7,46.2,21.5,1.6,3.9,41.6,21.7,1.3,3.9,33.8
25,James Harden,PHI,33,53,53,52.5,3.0,7.7,39.5,52.5,15.8,1.0,2.3,44.8,36.7,2.0,5.4,37.2
26,Fred VanVleet,TOR,29,60,60,46.8,2.9,7.6,38.5,48.5,19.0,1.4,3.1,45.5,27.8,1.5,4.5,33.8
27,Tyrese Haliburton,IND,23,54,54,49.9,3.2,7.5,42.0,56.8,13.4,0.9,2.0,46.5,36.6,2.2,5.5,40.2
28,Jrue Holiday,MIL,32,59,59,48.4,3.0,7.5,39.5,49.8,20.2,1.4,3.1,45.5,28.1,1.5,4.3,35.3
29,Anfernee Simons,POR,23,62,62,44.1,2.9,7.4,39.5,49.3,19.6,1.5,3.3,44.4,24.5,1.5,4.1,35.6
30,Darius Garland,CLE,23,62,62,45.6,3.1,7.4,42.3,51.5,23.6,1.8,3.8,45.8,21.9,1.4,3.6,38.5
31,Ja Morant,MEM,23,53,53,35.8,2.9,7.4,39.0,45.8,20.0,1.9,4.1,45.8,15.8,1.0,3.3,30.7
32,Jalen Green,HOU,21,66,66,40.8,2.6,7.3,35.1,44.0,18.1,1.3,3.2,39.2,22.8,1.3,4.1,31.8
33,Bradley Beal,WAS,29,49,48,41.5,3.2,7.3,44.4,49.4,29.1,2.5,5.1,49.0,12.4,0.7,2.2,33.5
34,Joel Embiid,PHI,29,58,58,34.7,3.1,7.1,43.7,45.6,29.0,2.8,5.9,47.7,5.7,0.3,1.2,23.9
35,Kevin Porter Jr.,HOU,22,50,50,47.6,2.6,7.1,37.3,47.5,18.5,1.2,2.8,43.5,29.0,1.4,4.3,33.3
36,Jayson Tatum,BOS,25,67,67,32.9,2.1,7.0,30.3,40.4,10.0,0.7,2.1,33.0,23.0,1.4,4.9,29.1
37,Devin Vassell,SAS,22,36,36,43.4,2.7,6.8,39.8,43.5,31.4,2.2,4.9,44.9,12.0,0.5,1.9,26.5
38,Julius Randle,NYK,28,73,73,35.8,2.7,6.7,40.1,47.8,19.6,1.7,3.7,45.4,16.2,1.0,3.0,33.9
39,LeBron James,LAL,38,47,47,28.6,2.1,6.5,32.0,38.4,16.1,1.2,3.6,33.8,12.5,0.8,2.8,29.5
40,Klay Thompson,GSW,33,60,60,34.6,2.6,6.4,40.6,49.2,19.4,1.5,3.6,41.5,15.2,1.1,2.8,39.3
41,Jaylen Brown,BOS,26,60,60,31.0,2.6,6.3,40.9,47.4,18.6,1.8,3.8,46.8,12.5,0.8,2.5,32.2
42,D'Angelo Russell,LAL,27,64,63,46.4,2.7,6.3,42.8,52.5,23.2,1.5,3.1,46.8,23.2,1.2,3.1,38.9
43,Pascal Siakam,TOR,28,62,62,33.7,2.6,6.3,41.0,43.6,27.8,2.2,5.2,43.4,5.9,0.3,1.1,29.1
44,Jordan Poole,GSW,23,72,71,38.0,2.0,6.0,33.7,42.7,15.4,0.9,2.4,38.8,22.6,1.1,3.6,30.1
45,Jordan Clarkson,UTA,30,61,61,35.2,2.4,6.0,39.7,49.7,14.6,1.2,2.5,47.2,20.7,1.2,3.5,34.4
46,Gary Trent Jr.,TOR,24,63,63,41.2,2.3,5.9,39.0,44.4,26.2,1.7,3.8,44.4,15.0,0.6,2.2,29.2
47,Paolo Banchero,ORL,20,65,65,37.1,2.0,5.8,34.5,38.3,25.4,1.6,4.0,39.3,11.7,0.5,1.9,24.3
48,Bojan Bogdanovic,DET,33,58,58,37.8,2.5,5.6,43.7,48.8,26.1,1.9,3.9,48.7,11.8,0.6,1.7,32.8
49,Desmond Bane,MEM,24,49,49,34.4,2.4,5.5,43.0,55.3,13.7,1.0,2.2,46.4,20.8,1.4,3.4,40.9
50,Spencer Dinwiddie,BKN,29,69,68,41.2,2.0,5.5,36.9,47.9,14.8,0.8,2.0,42.1,26.4,1.2,3.5,34.1
51,Tyrese Maxey,PHI,22,52,52,35.3,2.3,5.4,41.8,50.0,20.0,1.4,3.1,44.8,15.2,0.9,2.3,37.8
52,Killian Hayes,DET,21,65,65,51.7,2.0,5.3,37.5,39.9,41.1,1.7,4.3,40.9,10.6,0.3,1.1,23.9
53,Khris Middleton,MIL,31,27,27,44.1,2.0,5.3,37.8,44.8,25.3,1.3,3.0,41.4,18.8,0.7,2.3,32.7
54,Mikal Bridges,BKN,26,72,72,36.1,2.4,5.3,45.0,47.8,30.9,2.1,4.5,46.1,5.3,0.3,0.8,38.2
55,Dillon Brooks,MEM,27,65,65,37.3,1.8,5.1,35.0,40.9,22.2,1.2,3.0,38.9,15.1,0.6,2.1,29.1
56,Giannis Antetokounmpo,MIL,28,56,55,23.8,1.6,4.9,32.4,36.4,16.3,1.2,3.3,35.5,7.5,0.4,1.5,25.3
57,Alec Burks,DET,31,50,50,52.7,2.0,4.7,42.6,51.9,28.0,1.1,2.5,45.2,24.7,0.9,2.2,39.6
58,Gordon Hayward,CHA,32,47,47,41.1,2.0,4.7,43.2,45.3,35.0,1.9,4.0,46.0,6.1,0.2,0.7,27.1
59,Jaden Ivey,DET,21,63,62,37.3,1.6,4.7,35.2,41.6,21.4,1.0,2.7,38.6,15.9,0.6,2.0,30.3
60,Immanuel Quickley,NYK,23,72,70,41.4,1.7,4.5,38.4,47.4,19.5,0.9,2.1,43.6,21.9,0.8,2.4,34.0
61,Kyle Kuzma,WAS,27,64,62,25.1,1.5,4.5,32.8,40.9,12.3,0.7,2.2,33.3,12.9,0.7,2.3,31.7
62,Mike Conley,MIN,35,58,58,47.0,1.5,4.2,34.8,46.3,13.9,0.5,1.2,40.3,33.1,1.0,3.0,32.7
63,Cam Thomas,BKN,21,52,46,54.5,1.6,4.2,37.3,43.8,34.9,1.0,2.7,38.2,19.6,0.5,1.5,36.0
64,Bones Hyland,LAC,22,47,47,41.6,1.4,4.2,33.7,46.2,13.4,0.4,1.3,26.9,28.2,1.0,2.8,36.7
65,Bogdan Bogdanovic,ATL,30,45,44,35.2,1.7,4.1,41.3,50.5,19.7,0.9,2.3,40.6,15.5,0.8,1.8,42.2
66,Marcus Morris Sr.,LAC,33,62,60,40.6,1.8,4.1,43.7,46.8,33.5,1.5,3.4,45.4,7.1,0.3,0.7,36.6
67,Tre Jones,SAS,23,57,56,37.0,1.5,4.0,37.7,38.1,32.8,1.5,3.6,41.4,4.2,0.0,0.5,8.7
68,Buddy Hield,IND,30,72,68,30.2,1.7,4.0,43.3,57.1,11.1,0.6,1.5,42.9,19.1,1.1,2.5,43.7
69,De'Andre Hunter,ATL,25,61,58,32.4,2.0,4.0,50.8,53.5,28.0,1.8,3.4,52.5,4.4,0.2,0.5,38.9
70,Cameron Payne,PHX,28,39,39,39.6,1.7,4.0,42.2,51.3,22.9,0.9,2.3,41.7,16.7,0.7,1.7,43.1
71,Tyus Jones,MEM,26,71,67,44.1,1.7,3.9,44.2,49.6,31.1,1.3,2.8,47.5,13.0,0.4,1.1,36.5
72,Malik Beasley,LAL,26,71,70,32.6,1.5,3.9,38.1,48.9,13.4,0.7,1.6,40.4,19.2,0.8,2.3,36.8
73,Kelly Oubre Jr.,CHA,27,47,45,22.1,1.5,3.8,39.9,46.1,13.4,1.0,2.3,45.2,8.7,0.5,1.5,31.5
74,Russell Westbrook,LAC,34,63,59,27.8,1.2,3.8,32.5,37.1,17.7,0.9,2.4,36.3,10.1,0.3,1.4,25.5
75,Seth Curry,BKN,32,53,49,47.4,1.9,3.8,49.7,56.5,32.1,1.4,2.5,53.3,15.2,0.5,1.2,42.1
76,Tre Mann,OKC,22,60,58,47.9,1.3,3.7,36.2,46.2,16.7,0.6,1.3,46.9,31.2,0.7,2.4,30.4
77,Markelle Fultz,ORL,24,51,51,32.2,1.6,3.6,43.5,44.9,29.8,1.5,3.4,44.2,2.4,0.1,0.3,37.0
78,Malcolm Brogdon,BOS,30,60,59,34.1,1.6,3.6,45.4,57.3,16.3,0.8,1.7,45.1,17.8,0.9,1.9,45.8
79,Kevin Huerter,SAC,24,66,64,31.8,1.6,3.6,43.5,57.2,12.5,0.6,1.4,41.1,19.3,1.0,2.2,45.0
80,Monte Morris,WAS,27,57,56,42.8,1.6,3.5,46.0,52.0,29.1,1.2,2.4,49.8,13.7,0.4,1.1,37.5
81,Kristaps Porzingis,WAS,27,60,59,22.4,1.5,3.5,42.8,45.2,18.8,1.3,2.9,45.2,3.5,0.2,0.6,30.9
82,Michael Porter Jr.,DEN,24,55,52,26.9,1.3,3.5,37.7,46.9,13.1,0.7,1.7,39.6,13.8,0.6,1.8,36.0
