,PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
0,Luka Doncic,DAL,24,57,57,53.9,4.7,11.9,39.4,49.3,22.6,2.3,5.0,46.6,31.3,2.4,6.9,34.3
1,Devin Booker,PHX,26,39,38,56.6,5.1,11.6,43.6,49.2,36.9,3.8,7.6,49.7,19.7,1.3,4.0,32.3
2,DeMar DeRozan,CHI,33,59,59,58.4,5.0,10.4,48.3,48.7,57.0,4.9,10.1,48.7,1.4,0.1,0.3,32.0
3,Trae Young,ATL,24,59,59,52.5,3.9,10.2,37.7,45.8,26.3,2.2,5.1,43.2,26.2,1.6,5.1,32.2
4,Kevin Durant,PHX,34,42,42,55.4,5.6,10.2,55.0,59.1,43.2,4.8,7.9,60.0,12.2,0.8,2.2,37.1
5,Damian Lillard,POR,32,53,53,46.6,3.9,9.7,40.5,54.7,11.4,1.2,2.4,50.0,35.1,2.7,7.3,37.5
6,Donovan Mitchell,CLE,26,57,57,47.6,4.1,9.6,42.3,54.2,19.0,1.8,3.8,46.6,28.6,2.3,5.8,39.5
7,Kyrie Irving,DAL,30,51,51,47.5,4.4,9.6,46.0,55.2,24.4,2.6,4.9,53.9,23.1,1.8,4.7,37.7
8,Brandon Ingram,NOP,25,31,31,52.5,4.0,9.3,42.6,44.6,46.5,3.6,8.3,43.3,6.0,0.4,1.1,36.8
9,Shai Gilgeous-Alexander,OKC,24,56,56,45.4,4.3,9.2,46.9,50.4,36.4,3.7,7.4,49.7,9.0,0.6,1.8,35.2
10,Stephen Curry,GSW,34,39,39,45.8,4.2,9.2,45.8,62.2,14.3,1.2,2.9,42.2,31.5,3.0,6.3,47.5
11,De'Aaron Fox,SAC,25,57,57,48.4,3.8,8.9,42.2,46.5,35.1,3.0,6.5,46.7,13.3,0.8,2.5,30.5
12,Cade Cunningham,DET,21,12,12,47.3,3.7,8.8,41.5,45.3,32.6,3.0,6.1,49.3,14.7,0.7,2.8,24.4
13,CJ McCollum,NOP,31,59,59,47.8,3.8,8.7,43.2,49.9,30.5,2.6,5.5,46.6,17.3,1.2,3.1,37.3
14,Dejounte Murray,ATL,26,61,59,47.3,4.0,8.5,47.1,51.1,37.3,3.3,6.7,49.7,10.0,0.7,1.8,37.2
15,Jamal Murray,DEN,26,52,52,52.9,3.6,8.5,42.4,51.5,29.5,2.1,4.8,43.8,23.4,1.5,3.8,40.8
16,Tyler Herro,MIA,23,53,53,49.5,3.2,8.4,37.7,46.7,25.2,1.7,4.3,39.1,24.3,1.5,4.2,36.4
17,Kawhi Leonard,LAC,31,40,39,50.3,3.9,8.3,47.4,52.3,38.6,3.1,6.3,49.3,11.7,0.8,1.9,41.5
18,Jalen Brunson,NYK,26,61,61,47.3,3.7,8.3,45.2,51.9,31.2,2.6,5.5,48.4,16.0,1.1,2.8,39.3
19,LaMelo Ball,CHA,21,36,36,40.8,3.0,8.2,36.7,47.6,15.3,1.2,3.1,39.9,25.5,1.8,5.1,34.8
20,Chris Paul,PHX,37,45,44,74.1,3.4,8.2,41.4,47.0,48.7,2.5,5.4,46.1,25.5,0.9,2.8,32.5
21,Anthony Edwards,MIN,21,67,67,41.8,2.9,8.2,35.3,45.2,17.6,1.3,3.4,37.0,24.2,1.6,4.7,34.1
22,Paul George,LAC,32,51,51,45.7,3.2,8.0,39.3,47.9,23.8,1.8,4.2,41.9,21.8,1.4,3.8,36.2
23,Terry Rozier,CHA,28,56,56,42.5,2.9,8.0,36.6,45.0,20.2,1.6,3.8,41.8,22.3,1.3,4.2,31.9
24,James Harden,PHI,33,48,48,53.5,3.1,7.8,40.1,53.3,16.2,1.1,2.4,44.5,37.3,2.1,5.5,38.0
25,Zach LaVine,CHI,27,61,61,43.4,3.0,7.8,38.0,46.3,21.6,1.7,3.9,42.9,21.8,1.3,3.9,33.3
26,Fred VanVleet,TOR,29,55,55,47.1,2.9,7.6,37.6,47.4,19.4,1.4,3.1,44.1,27.7,1.5,4.5,33.0
27,Jrue Holiday,MIL,32,53,53,48.0,3.1,7.6,40.4,51.0,19.9,1.4,3.1,46.3,28.1,1.6,4.4,36.1
28,Tyrese Haliburton,IND,23,53,53,50.2,3.2,7.5,42.4,57.1,13.7,1.0,2.1,46.6,36.5,2.2,5.5,40.8
29,Darius Garland,CLE,23,58,58,46.2,3.2,7.5,43.3,52.9,23.8,1.8,3.8,46.6,22.3,1.4,3.6,39.7
30,Ja Morant,MEM,23,53,53,35.8,2.9,7.4,39.0,45.8,20.0,1.9,4.1,45.8,15.8,1.0,3.3,30.7
31,Anfernee Simons,POR,23,57,57,43.5,2.9,7.3,39.1,48.7,19.6,1.5,3.3,44.2,23.9,1.4,4.0,34.8
32,Jalen Green,HOU,21,59,59,41.1,2.6,7.3,35.1,43.8,18.1,1.3,3.2,40.3,23.0,1.3,4.1,31.1
