,Player,Team,Age,Restricted Area_FGM,Restricted Area_FGA,Restricted Area_FG%,In The Paint (Non-RA)_FGM,In The Paint (Non-RA)_FGA,In The Paint (Non-RA)_FG%,Mid-Range_FGM,Mid-Range_FGA,Mid-Range_FG%,Left Corner 3._FGM,Left Corner 3._FGA,Left Corner 3._FG%,Right Corner 3._FGM,Right Corner 3._FGA,Right Corner 3._FG%,Corner 3_FGM,Corner 3_FGA,Corner 3_FG%,Above the Break 3._FGM,Above the Break 3._FGA,Above the Break 3._FG%
0,A.J. Lawson,DAL,22,0.5,0.8,55.6,0.1,0.1,100,0.0,0.0,0.0,0.0,0.7,0.0,0.2,0.8,25.0,0.1,1.0,12.5,0.5,0.6,75.0
1,AJ Green,MIL,23,0.1,0.2,60.0,0.1,0.1,100,0.2,0.4,40.0,0.1,0.3,16.7,0.3,0.5,60.0,0.3,0.8,43.8,1.1,2.5,43.8
2,AJ Griffin,ATL,19,0.7,0.9,70.4,1.0,1.9,51.8,0.5,1.0,49.2,0.3,0.8,44.4,0.1,0.3,29.4,0.4,1.1,40.3,1.0,2.6,37.9
3,Aaron Gordon,DEN,27,4.8,6.6,72.8,0.5,1.2,40.7,0.2,0.7,28.9,0.1,0.3,23.5,0.1,0.4,30.0,0.2,0.7,27.0,0.8,1.8,44.0
4,Aaron Holiday,ATL,26,0.6,1.0,56.3,0.3,0.9,28.3,0.1,0.4,36.8,0.1,0.2,42.9,0.0,0.2,12.5,0.1,0.3,26.7,0.5,1.2,45.0
5,Aaron Nesmith,IND,23,1.4,2.3,60.8,0.2,0.8,27.7,0.2,0.6,38.2,0.3,0.8,32.6,0.4,1.2,36.4,0.7,2.0,34.8,0.8,2.2,35.5
6,Aaron Wiggins,OKC,24,1.7,2.5,66.9,0.2,0.8,23.7,0.0,0.0,0.0,0.2,0.7,29.4,0.1,0.3,42.9,0.3,1.0,33.3,0.4,0.8,47.5
7,Admiral Schofield,ORL,25,0.8,1.1,71.0,0.1,0.3,57.1,0.0,0.0,0.0,0.2,0.5,36.4,0.2,0.3,50.0,0.3,0.8,42.1,0.4,1.3,29.7
8,Al Horford,BOS,36,0.9,1.3,68.3,0.5,1.0,51.1,0.1,0.3,20.0,0.4,0.9,38.6,0.6,1.1,54.5,1.0,2.0,47.5,1.2,2.9,41.7
9,Alec Burks,DET,31,0.6,0.9,59.6,0.7,1.7,42.4,0.8,1.7,44.2,0.2,0.6,40.0,0.3,0.5,59.1,0.5,1.0,48.1,1.4,3.6,39.3
10,Aleksej Pokusevski,OKC,21,1.7,2.9,60.0,0.4,1.2,31.6,0.1,0.5,21.4,0.3,0.7,42.9,0.1,0.4,30.0,0.4,1.0,38.7,0.8,2.3,37.1
11,Alex Caruso,CHI,29,0.9,1.3,66.2,0.1,0.5,12.5,0.1,0.2,41.7,0.2,0.5,47.8,0.2,0.7,34.3,0.4,1.1,39.7,0.4,1.2,35.5
12,Alex Len,SAC,29,0.2,0.3,75.0,0.1,0.2,50.0,0.1,0.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
13,Alize Johnson,SAS,26,0.8,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
14,Alondes Williams,BKN,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,20,3.6,5.5,65.9,1.8,3.9,47.1,0.2,0.5,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,33.3
16,Amir Coffey,LAC,25,0.6,1.0,57.1,0.4,1.2,38.6,0.2,0.5,30.0,0.1,0.4,18.2,0.1,0.4,30.0,0.2,0.7,23.8,0.1,0.4,33.3
17,Andre Drummond,CHI,29,2.4,3.6,67.4,0.2,0.6,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Andre Iguodala,GSW,39,0.7,0.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,50.0
19,Andrew Nembhard,IND,23,0.9,1.2,71.0,0.7,1.7,40.2,0.4,1.1,38.3,0.1,0.4,32.0,0.2,0.6,32.4,0.3,1.1,32.2,0.9,2.5,34.3
20,Andrew Wiggins,GSW,28,2.0,2.7,72.3,1.4,3.2,44.1,1.0,2.3,42.4,0.3,0.8,35.7,0.2,0.5,35.0,0.5,1.3,35.4,1.9,4.8,40.7
21,Anfernee Simons,POR,23,2.0,3.1,65.5,1.0,2.4,43.3,1.0,2.3,45.7,0.3,0.7,36.6,0.2,0.4,45.5,0.4,1.1,39.7,3.0,8.0,37.7
22,Anthony Davis,LAL,29,5.9,7.8,75.1,2.1,4.8,44.2,1.4,3.2,42.3,0.0,0.1,0.0,0.1,0.1,40.0,0.1,0.2,25.0,0.3,1.2,23.4
23,Anthony Edwards,MIN,21,4.2,6.6,62.7,1.0,2.7,37.2,1.1,2.9,38.6,0.2,0.4,45.8,0.1,0.2,40.0,0.3,0.6,43.6,2.4,6.6,35.8
24,Anthony Gill,WAS,30,0.9,1.0,89.7,0.3,0.6,48.0,0.0,0.0,100.0,0.1,0.3,33.3,0.0,0.2,0.0,0.1,0.4,21.4,0.0,0.1,0.0
25,Anthony Lamb,GSW,25,0.8,1.0,80.0,0.4,0.8,55.6,0.1,0.1,50.0,0.2,0.7,35.5,0.2,0.6,34.6,0.4,1.2,35.1,0.9,2.1,41.2
26,Austin Reaves,LAL,24,1.2,1.5,78.8,0.8,1.3,58.6,0.3,0.7,38.7,0.1,0.4,25.0,0.3,0.6,42.3,0.4,1.0,34.8,0.9,2.3,40.8
27,Austin Rivers,MIN,30,0.8,1.2,64.3,0.2,0.5,44.0,0.0,0.1,20.0,0.5,1.1,39.6,0.4,0.8,47.1,0.7,1.7,42.7,0.2,0.8,21.6
28,Ayo Dosunmu,CHI,23,2.4,3.6,66.5,0.3,0.7,42.2,0.3,0.8,38.8,0.2,0.6,28.9,0.2,0.7,33.3,0.4,1.3,31.2,0.4,1.2,32.0
29,Bam Adebayo,MIA,25,3.8,5.7,67.6,3.8,7.8,48.7,0.8,2.0,38.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.1
30,Ben Simmons,BKN,26,2.0,3.0,68.8,1.0,2.3,44.3,0.1,0.3,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Bennedict Mathurin,IND,20,2.7,4.6,59.4,1.0,2.8,34.5,0.3,1.0,35.5,0.1,0.4,25.0,0.2,0.4,44.0,0.3,0.8,34.0,1.1,3.4,32.5
32,Bismack Biyombo,PHX,30,1.2,1.6,79.2,0.5,1.4,34.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Blake Griffin,BOS,33,0.9,1.3,68.6,0.1,0.3,44.4,0.0,0.0,0.0,0.2,0.6,35.7,0.1,0.3,28.6,0.3,0.8,33.3,0.4,1.0,42.9
34,Blake Wesley,SAS,19,0.7,1.6,46.4,0.1,0.8,13.3,0.3,0.9,35.3,0.2,0.3,60.0,0.1,0.1,50.0,0.3,0.4,57.1,0.4,0.9,43.8
35,Boban Marjanovic,HOU,34,0.8,1.0,78.9,0.5,0.9,60.0,0.1,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Bobby Portis,MIL,28,2.2,3.4,66.3,1.3,2.5,51.9,1.0,2.3,45.2,0.2,0.6,29.0,0.1,0.6,18.5,0.3,1.1,24.1,0.9,2.3,39.0
37,Bogdan Bogdanovic,ATL,30,0.8,1.4,54.9,0.9,1.8,51.5,0.8,2.0,41.9,0.2,0.7,25.9,0.4,0.8,45.2,0.6,1.6,36.2,2.2,5.4,41.5
38,Bojan Bogdanovic,DET,33,1.8,2.8,66.1,1.6,3.3,48.5,1.4,2.9,48.5,0.5,0.8,56.3,0.3,1.0,30.5,0.8,1.8,42.1,1.7,4.2,40.4
39,Bol Bol,ORL,23,2.4,2.9,82.7,0.8,1.7,51.0,0.4,1.1,36.1,0.1,0.2,27.3,0.0,0.2,18.2,0.1,0.4,22.7,0.4,1.2,34.3
40,Bones Hyland,LAC,22,1.2,2.0,58.7,0.5,1.8,26.6,0.2,0.8,32.4,0.3,0.5,61.9,0.0,0.2,11.1,0.3,0.7,46.7,1.8,4.9,36.8
41,Bradley Beal,WAS,29,3.4,4.7,71.9,1.6,3.6,44.4,2.2,4.2,51.2,0.3,0.8,43.3,0.1,0.4,33.3,0.5,1.2,40.0,1.2,3.4,36.1
42,Brandon Boston Jr.,LAC,21,1.0,1.7,62.9,0.4,1.7,24.2,0.5,1.3,37.5,0.1,0.1,100,0.0,0.5,0.0,0.1,0.4,16.7,0.5,1.1,47.8
43,Brandon Clarke,MEM,26,2.7,3.5,78.2,1.2,2.3,52.3,0.2,0.4,47.6,0.0,0.0,0.0,0.0,0.1,25.0,0.0,0.1,16.7,0.0,0.0,0.0
44,Brandon Ingram,NOP,25,1.9,3.1,62.8,2.1,4.4,47.2,2.9,6.6,43.5,0.1,0.3,42.9,0.0,0.1,50.0,0.1,0.3,44.4,1.5,3.8,39.3
