,PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
0,Klay Thompson,GSW,33,57,57,47.7,3.6,8.8,40.8,59.1,5.3,0.4,1.0,39.8,42.4,3.2,7.8,41.0
1,Lauri Markkanen,UTA,25,62,62,40.3,2.9,6.9,41.8,62.0,1.1,0.1,0.2,52.6,39.2,2.8,6.7,41.5
2,Nikola Vucevic,CHI,32,67,66,46.7,2.6,6.6,39.6,51.9,14.1,1.0,2.0,50.0,32.6,1.6,4.6,35.2
3,Malik Beasley,LAL,26,69,69,52.3,2.3,6.3,36.1,53.1,2.2,0.1,0.3,50.0,50.2,2.2,6.1,35.5
4,Tim Hardaway Jr.,DAL,31,63,63,52.0,2.4,6.3,39.0,57.7,1.7,0.1,0.2,47.6,50.3,2.4,6.1,38.8
5,Buddy Hield,IND,30,70,69,46.6,2.6,6.2,41.6,62.2,0.4,0.0,0.1,16.7,46.1,2.6,6.1,41.8
6,Max Strus,MIA,26,69,69,59.6,2.1,6.1,35.2,52.5,0.4,0.0,0.0,75.0,59.2,2.1,6.0,34.9
7,Cameron Johnson,BKN,27,31,30,52.4,2.4,5.9,39.9,59.3,1.7,0.1,0.2,31.6,50.7,2.3,5.7,40.1
8,Michael Porter Jr.,DEN,24,53,53,45.4,2.7,5.8,46.6,66.3,4.7,0.4,0.6,70.0,40.7,2.3,5.2,44.0
9,Kelly Oubre Jr.,CHA,27,45,45,33.3,1.9,5.8,32.8,48.6,1.2,0.1,0.2,35.0,32.2,1.8,5.6,32.7
10,Keegan Murray,SAC,22,67,67,59.9,2.3,5.6,40.7,60.6,1.3,0.0,0.1,33.3,58.6,2.2,5.5,40.8
11,LaMelo Ball,CHA,21,36,36,27.6,2.2,5.5,40.2,60.3,0.1,0.0,0.0,0.0,27.5,2.2,5.5,40.4
12,Kristaps Porzingis,WAS,27,59,59,35.7,2.1,5.5,39.0,55.7,4.4,0.3,0.7,45.6,31.3,1.9,4.8,38.1
13,Jerami Grant,POR,29,63,63,38.0,2.2,5.5,39.2,57.8,2.1,0.1,0.3,36.7,35.9,2.0,5.2,39.3
14,Trey Murphy III,NOP,22,66,66,57.2,2.2,5.5,39.8,59.1,1.9,0.1,0.2,33.3,55.3,2.1,5.3,40.0
15,Devin Vassell,SAS,22,34,34,35.0,2.3,5.4,42.7,62.4,3.2,0.2,0.5,36.0,31.8,2.1,4.9,43.5
16,Kyle Kuzma,WAS,27,62,61,30.0,1.8,5.4,34.1,50.6,1.3,0.1,0.2,26.1,28.8,1.8,5.2,34.3
17,Andrew Wiggins,GSW,28,36,36,37.7,2.3,5.4,43.0,63.5,1.4,0.1,0.2,57.9,36.3,2.2,5.2,42.4
18,Pat Connaughton,MIL,30,52,52,73.2,1.7,5.3,32.6,48.9,0.0,0.0,0.0,-,73.2,1.7,5.3,32.6
19,Stephen Curry,GSW,35,43,43,26.1,2.2,5.3,41.4,61.2,0.8,0.1,0.2,56.3,25.3,2.1,5.1,40.8
20,Bogdan Bogdanovic,ATL,30,43,43,44.7,2.2,5.2,41.3,58.9,4.4,0.3,0.5,64.7,40.4,1.8,4.7,39.0
21,Keldon Johnson,SAS,23,57,57,29.5,1.8,5.2,34.5,51.4,0.4,0.0,0.1,57.1,29.1,1.8,5.1,34.2
22,Karl-Anthony Towns,MIN,27,21,21,36.0,1.8,5.2,33.9,48.2,3.3,0.3,0.5,60.4,32.7,1.5,4.7,31.4
23,Julius Randle,NYK,28,71,71,27.7,1.8,5.2,34.2,50.5,1.2,0.1,0.2,34.8,26.5,1.7,5.0,34.1
24,Al Horford,BOS,36,55,55,67.3,2.3,5.1,44.3,65.7,3.1,0.1,0.2,29.2,64.2,2.2,4.8,44.9
25,Brook Lopez,MIL,34,68,68,44.0,2.0,5.0,39.7,56.7,5.5,0.3,0.6,44.4,38.5,1.7,4.4,39.0
26,P.J. Washington,CHA,24,66,66,38.5,1.7,5.0,34.1,50.6,1.5,0.1,0.2,30.0,36.9,1.6,4.8,34.4
27,Anfernee Simons,POR,23,60,60,29.3,2.0,5.0,39.7,59.4,0.2,0.0,0.0,66.7,29.1,1.9,4.9,39.6
28,Jaylen Brown,BOS,26,58,58,24.2,1.7,5.0,33.8,48.8,2.3,0.2,0.5,40.4,21.9,1.5,4.5,33.0
29,Dorian Finney-Smith,BKN,29,56,56,64.8,1.7,4.9,34.1,50.9,0.5,0.0,0.0,50.0,64.3,1.7,4.9,33.9
30,Reggie Bullock,DAL,32,67,66,80.8,1.9,4.9,38.7,58.1,1.0,0.0,0.1,0.0,79.8,1.9,4.8,39.3
31,Gary Trent Jr.,TOR,24,61,60,34.1,1.9,4.9,39.6,59.1,0.9,0.0,0.1,23.1,33.1,1.9,4.8,40.0
32,RJ Barrett,NYK,22,64,63,29.7,1.6,4.9,33.4,49.4,1.2,0.1,0.2,40.0,28.5,1.6,4.7,33.3
33,Mikal Bridges,BKN,26,71,69,33.1,1.9,4.8,39.1,56.8,4.3,0.2,0.6,29.0,28.8,1.7,4.2,40.5
34,Jayson Tatum,BOS,25,65,65,22.2,1.9,4.8,40.1,58.1,2.1,0.2,0.5,44.4,20.1,1.7,4.3,39.7
35,Royce O'Neale,BKN,29,66,66,60.3,1.9,4.7,39.9,59.8,0.2,0.0,0.0,0.0,60.1,1.9,4.7,40.0
36,O.G. Anunoby,TOR,25,56,55,35.5,1.9,4.7,40.1,59.7,0.3,0.0,0.0,100,35.2,1.8,4.6,39.7
37,Georges Niang,PHI,29,65,65,71.6,2.0,4.7,42.9,64.0,0.7,0.0,0.1,60.0,70.9,2.0,4.6,42.6
38,Kevin Huerter,SAC,24,66,66,41.0,1.8,4.6,39.5,57.8,1.9,0.1,0.2,66.7,39.1,1.7,4.4,38.5
39,Quentin Grimes,NYK,22,60,60,59.4,1.7,4.6,36.6,54.5,0.6,0.0,0.1,60.0,58.7,1.6,4.5,36.3
40,Luguentz Dort,OKC,23,63,63,38.8,1.6,4.6,33.9,50.9,0.3,0.0,0.0,0.0,38.6,1.6,4.6,34.2
41,Corey Kispert,WAS,24,61,61,63.8,1.9,4.5,42.9,63.7,1.4,0.1,0.1,50.0,62.4,1.9,4.4,42.7
42,CJ McCollum,NOP,31,62,62,24.6,1.7,4.5,37.5,55.6,1.8,0.1,0.3,18.8,22.8,1.6,4.2,38.8
43,Jabari Smith Jr.,HOU,19,66,66,40.3,1.4,4.4,31.1,45.1,2.3,0.1,0.3,53.8,38.0,1.2,4.2,29.7
44,Donte DiVincenzo,GSW,26,59,57,59.7,1.9,4.4,44.1,65.9,0.7,0.0,0.1,40.0,59.0,1.9,4.4,44.2
45,Marcus Smart,BOS,29,53,50,45.3,1.5,4.4,34.2,51.1,0.4,0.0,0.0,50.0,44.9,1.5,4.4,34.0
46,Fred VanVleet,TOR,29,58,58,27.3,1.6,4.4,36.5,54.1,1.0,0.1,0.2,31.3,26.4,1.6,4.2,36.6
47,Jordan Poole,GSW,23,69,68,27.6,1.6,4.4,35.3,52.5,1.0,0.0,0.2,25.0,26.6,1.5,4.2,35.7
48,Myles Turner,IND,26,58,57,36.8,1.7,4.4,39.4,55.5,5.4,0.3,0.6,48.4,31.4,1.4,3.7,37.7
49,Josh Richardson,NOP,29,51,50,46.8,1.6,4.4,36.8,53.8,2.1,0.1,0.2,60.0,44.7,1.5,4.2,35.6
50,Paul George,LAC,32,53,51,24.6,1.7,4.4,39.8,57.1,3.0,0.2,0.5,43.4,21.6,1.5,3.8,39.4
51,De'Andre Hunter,ATL,25,59,58,35.1,1.6,4.3,36.6,51.4,5.1,0.3,0.6,49.2,30.0,1.3,3.7,34.5
52,Bojan Bogdanovic,DET,33,58,55,28.8,2.0,4.3,47.4,69.0,1.4,0.2,0.2,81.0,27.4,1.8,4.0,45.4
53,Wendell Carter Jr.,ORL,23,47,47,39.2,1.4,4.3,34.0,48.0,6.3,0.3,0.7,38.2,32.9,1.2,3.6,33.3
54,Jaren Jackson Jr.,MEM,23,51,50,34.7,1.5,4.3,34.6,51.6,0.8,0.0,0.1,20.0,33.9,1.4,4.2,34.9
55,Tobias Harris,PHI,30,63,60,36.0,1.5,4.2,36.6,54.2,1.8,0.1,0.2,28.6,34.2,1.5,4.0,37.0
56,Kevin Love,MIA,34,52,51,61.3,1.4,4.2,34.2,50.0,5.3,0.1,0.4,32.4,56.0,1.3,3.9,34.5
57,Marcus Morris Sr.,LAC,33,60,58,41.4,1.6,4.2,37.6,55.8,1.7,0.1,0.2,29.4,39.7,1.5,4.0,38.0
58,Tyler Herro,MIA,23,57,56,24.5,1.6,4.1,39.0,57.4,0.8,0.1,0.1,64.3,23.7,1.5,4.0,38.3
59,Saddiq Bey,ATL,23,63,63,38.0,1.6,4.1,39.6,58.7,1.5,0.1,0.2,37.5,36.5,1.6,4.0,39.5
60,Isaiah Joe,OKC,23,62,57,63.4,1.8,4.1,43.9,65.9,1.0,0.0,0.1,0.0,62.4,1.8,4.0,44.7
61,Isaiah Stewart,DET,21,49,47,46.6,1.5,4.1,36.3,53.0,1.9,0.1,0.2,75.0,44.8,1.4,3.9,34.8
62,Dillon Brooks,MEM,27,62,60,29.5,1.3,4.1,32.0,47.4,2.1,0.1,0.3,17.2,27.4,1.3,3.8,33.2
63,Jordan Clarkson,UTA,30,61,60,24.1,1.4,4.1,33.9,50.4,0.6,0.0,0.1,30.0,23.5,1.3,4.0,33.8
64,Damian Lillard,POR,32,55,54,19.5,1.6,4.0,38.1,55.8,0.8,0.1,0.2,68.8,18.7,1.4,3.9,37.0
65,De'Anthony Melton,PHI,24,65,65,47.7,1.7,4.0,42.7,63.5,0.7,0.1,0.1,83.3,47.0,1.7,3.9,42.1
66,LeBron James,LAL,38,47,47,17.8,1.5,4.0,36.7,51.6,2.4,0.3,0.5,52.8,15.4,1.2,3.5,34.3
67,Joe Harris,BKN,31,63,61,65.2,1.7,4.0,42.6,63.3,1.8,0.1,0.1,45.5,63.4,1.6,3.8,42.4
68,Kentavious Caldwell-Pope,DEN,30,67,66,47.0,1.8,3.9,46.6,67.2,4.8,0.2,0.4,52.5,42.2,1.6,3.5,46.0
69,Nicolas Batum,LAC,34,66,65,80.2,1.4,3.9,37.1,55.2,2.2,0.0,0.1,27.3,78.0,1.4,3.8,37.2
70,Doug McDermott,SAS,31,58,57,48.8,1.6,3.9,41.9,62.1,1.7,0.1,0.1,35.7,47.1,1.6,3.8,42.1
71,D'Angelo Russell,LAL,27,62,61,28.9,1.6,3.9,40.1,58.9,1.1,0.1,0.1,66.7,27.8,1.5,3.8,39.1
72,Coby White,CHI,23,59,57,51.7,1.4,3.9,36.7,54.8,0.2,0.0,0.0,100,51.5,1.4,3.9,36.5
73,Dejounte Murray,ATL,26,64,61,21.4,1.3,3.8,34.1,50.2,1.1,0.1,0.2,40.0,20.3,1.2,3.6,33.8
74,Lonnie Walker IV,LAL,24,51,49,38.9,1.4,3.8,37.9,56.2,1.0,0.1,0.1,60.0,37.9,1.4,3.7,37.3
75,Bobby Portis,MIL,28,59,57,33.8,1.5,3.8,39.7,54.7,5.1,0.4,0.6,63.8,28.7,1.1,3.2,35.4
76,Aaron Nesmith,IND,23,61,60,47.3,1.3,3.8,33.8,50.2,0.8,0.0,0.1,42.9,46.5,1.3,3.7,33.6
77,Kyle Lowry,MIA,36,47,45,40.0,1.3,3.8,33.7,50.6,0.2,0.0,0.0,0.0,39.8,1.3,3.8,34.0
78,Grayson Allen,MIL,27,64,61,47.7,1.6,3.8,42.3,63.3,0.2,0.0,0.0,100,47.5,1.6,3.8,42.1
79,Harrison Barnes,SAC,30,69,67,38.9,1.4,3.8,36.9,54.8,0.4,0.0,0.0,100,38.4,1.4,3.7,36.3
80,Donovan Mitchell,CLE,26,60,59,18.5,1.4,3.8,36.4,53.6,1.0,0.1,0.2,40.0,17.5,1.3,3.5,36.1
81,Landry Shamet,PHX,26,30,26,46.3,1.5,3.7,39.3,58.5,0.8,0.0,0.1,42.9,45.5,1.4,3.7,39.0
82,Mike Muscala,BOS,31,52,48,78.2,1.5,3.7,39.2,55.2,10.5,0.3,0.5,54.0,67.7,1.2,3.2,36.8
83,Derrick White,BOS,28,70,69,40.8,1.4,3.7,37.5,56.3,0.5,0.0,0.0,0.0,40.4,1.4,3.7,37.9
84,Terry Rozier,CHA,28,60,60,19.7,1.3,3.7,35.7,52.2,0.7,0.1,0.1,76.9,19.0,1.2,3.6,34.2
85,Gary Harris,ORL,28,39,38,57.5,1.6,3.7,42.8,64.1,0.0,0.0,0.0,-,57.5,1.6,3.7,42.7
86,John Collins,ATL,25,59,58,37.8,1.1,3.7,31.1,41.8,6.0,0.4,0.6,61.0,31.7,0.8,3.1,25.6
87,Desmond Bane,MEM,24,46,44,23.2,1.5,3.7,39.4,57.6,1.4,0.1,0.2,50.0,21.8,1.4,3.5,38.8
88,Sam Hauser,BOS,25,68,63,78.0,1.6,3.7,42.6,63.7,0.9,0.0,0.0,25.0,77.0,1.6,3.6,42.7
89,Eric Gordon,LAC,34,58,55,37.7,1.3,3.7,35.7,53.5,0.4,0.0,0.0,0.0,37.3,1.3,3.6,36.0
90,Deandre Ayton,PHX,24,61,59,27.0,1.6,3.7,43.5,44.6,24.4,1.5,3.3,45.6,2.5,0.1,0.3,23.5
91,Joel Embiid,PHI,29,55,55,17.8,1.8,3.6,48.3,59.2,8.8,1.0,1.8,53.3,9.0,0.8,1.9,43.2
92,Tyrese Maxey,PHI,22,49,47,24.0,1.5,3.6,41.9,62.8,0.3,0.0,0.0,0.0,23.7,1.5,3.6,42.4
93,Christian Wood,DAL,27,57,53,30.7,1.5,3.6,41.3,61.3,1.5,0.1,0.2,27.8,29.2,1.5,3.5,42.1
94,Kyrie Irving,DAL,30,51,47,17.9,1.4,3.6,39.1,56.5,1.7,0.2,0.3,45.7,16.1,1.3,3.3,38.5
95,Isaiah Livers,DET,24,45,44,66.0,1.2,3.6,34.2,50.9,1.2,0.0,0.1,28.6,64.8,1.2,3.5,34.2
96,Norman Powell,LAC,29,54,52,30.6,1.5,3.6,43.0,63.7,1.7,0.1,0.2,30.0,28.9,1.5,3.4,43.9
97,Jose Alvarado,NOP,24,61,60,44.2,1.2,3.5,33.3,50.0,0.2,0.0,0.0,0.0,44.0,1.2,3.5,33.5
98,Brandon Ingram,NOP,25,32,32,19.8,1.5,3.5,42.9,59.4,3.7,0.3,0.7,51.5,16.0,1.2,2.8,40.8
99,Jalen Green,HOU,21,63,61,19.5,1.3,3.5,36.1,53.4,0.9,0.1,0.2,31.3,18.6,1.2,3.3,36.4
100,Kevin Durant,PHX,34,42,40,18.8,1.6,3.5,45.5,59.7,5.6,0.6,1.0,58.8,13.2,1.0,2.4,40.3
101,Cedi Osman,CLE,27,67,60,48.2,1.2,3.4,35.8,53.3,0.6,0.0,0.0,75.0,47.6,1.2,3.4,35.3
102,Gordon Hayward,CHA,32,45,44,29.6,1.2,3.4,35.1,47.4,7.7,0.4,0.9,40.4,21.9,0.8,2.5,33.2
103,Zach LaVine,CHI,28,63,60,18.9,1.5,3.4,44.2,65.1,0.9,0.1,0.2,50.0,18.0,1.4,3.3,44.0
104,Terrence Ross,PHX,32,51,46,47.3,1.3,3.4,38.5,56.9,4.1,0.1,0.3,20.7,43.2,1.3,3.1,40.1
105,Duncan Robinson,MIA,28,34,32,58.9,1.1,3.4,31.9,47.4,1.0,0.0,0.1,50.0,57.9,1.1,3.4,31.6
106,Gabe Vincent,MIA,26,57,55,40.5,1.1,3.4,33.5,50.0,0.6,0.0,0.1,40.0,39.9,1.1,3.4,33.4
107,Santi Aldama,MEM,22,65,65,48.1,1.3,3.4,36.8,54.1,1.5,0.1,0.1,72.7,46.6,1.2,3.3,35.7
108,Damion Lee,PHX,30,69,64,54.0,1.5,3.4,45.9,68.2,2.3,0.0,0.1,28.6,51.6,1.5,3.2,46.6
109,Pascal Siakam,TOR,28,60,57,18.0,1.1,3.4,33.8,49.8,2.1,0.1,0.4,18.4,15.9,1.1,3.0,36.0
110,Malik Monk,SAC,25,66,63,32.2,1.3,3.3,37.7,56.6,0.1,0.0,0.0,0.0,32.0,1.3,3.3,38.0
111,Troy Brown Jr.,LAL,23,64,62,53.7,1.3,3.3,37.6,55.9,1.0,0.0,0.1,50.0,52.6,1.2,3.3,37.3
112,Aleksej Pokusevski,OKC,21,31,29,42.4,1.3,3.3,38.8,56.8,2.9,0.1,0.2,43.5,39.5,1.2,3.1,38.4
113,Kelly Olynyk,UTA,31,57,56,41.6,1.3,3.3,40.1,59.1,1.8,0.1,0.1,50.0,39.8,1.3,3.1,39.8
114,Anthony Lamb,GSW,25,49,45,62.0,1.2,3.3,38.1,56.3,1.9,0.1,0.1,60.0,60.1,1.2,3.2,37.3
115,Patrick Williams,CHI,21,67,66,39.3,1.4,3.2,42.4,62.7,1.4,0.1,0.1,50.0,37.9,1.3,3.1,42.0
116,Jaden McDaniels,MIN,22,67,64,36.7,1.2,3.2,38.2,56.5,1.4,0.1,0.1,50.0,35.4,1.2,3.1,37.8
117,Luke Kennard,MEM,26,47,43,55.1,1.6,3.2,49.0,72.5,1.8,0.1,0.1,54.5,53.3,1.5,3.1,48.6
118,Lindy Waters III,OKC,25,33,29,79.1,1.2,3.2,38.7,58.0,0.0,0.0,0.0,-,79.1,1.2,3.2,38.6
119,Buddy Boeheim,DET,23,5,3,94.1,0.8,3.2,25.0,37.5,5.9,0.0,0.2,0.0,88.2,0.8,3.0,26.7
120,Torrey Craig,PHX,32,67,66,50.4,1.3,3.2,39.3,58.4,1.9,0.0,0.1,25.0,48.5,1.2,3.1,39.7
121,Cam Reddish,POR,23,34,33,38.8,1.0,3.1,32.7,48.1,1.1,0.1,0.1,66.7,37.7,1.0,3.1,31.7
122,Johnny Juzang,UTA,21,7,7,68.8,0.9,3.1,27.3,40.9,3.1,0.0,0.1,0.0,65.6,0.9,3.0,28.7
123,Jalen Smith,IND,23,58,54,42.5,0.8,3.1,26.4,38.5,4.2,0.1,0.3,22.6,38.3,0.8,2.8,26.9
124,Seth Curry,BKN,32,52,46,39.3,1.3,3.1,40.1,58.3,3.4,0.1,0.3,44.4,35.9,1.1,2.9,39.6
125,Caleb Martin,MIA,27,60,57,38.9,1.1,3.1,35.8,51.3,4.6,0.1,0.4,40.5,34.3,1.0,2.8,35.3
126,Joe Ingles,MIL,35,36,35,54.7,1.2,3.1,37.8,56.8,0.5,0.0,0.0,0.0,54.2,1.2,3.1,38.2
127,Jalen McDaniels,PHI,25,69,65,38.5,1.0,3.1,33.6,49.5,1.1,0.1,0.1,66.7,37.4,1.0,3.0,32.7
128,Kawhi Leonard,LAC,31,42,40,18.3,1.4,3.0,45.3,62.1,3.7,0.4,0.6,58.1,14.6,1.0,2.4,42.0
129,Obi Toppin,NYK,25,56,54,54.8,1.0,3.0,33.9,50.3,1.0,0.0,0.1,80.0,53.8,1.0,3.0,33.3
130,Patrick Baldwin Jr.,GSW,20,25,20,76.8,1.2,3.0,38.2,56.6,3.0,0.0,0.1,33.3,73.7,1.1,2.9,38.4
131,Bruce Brown,DEN,26,69,67,33.3,1.1,3.0,37.7,56.3,1.0,0.0,0.1,11.1,32.4,1.1,2.9,38.5
132,Immanuel Quickley,NYK,23,70,65,27.8,1.1,3.0,37.6,55.7,1.1,0.0,0.1,36.4,26.8,1.1,2.9,37.7
133,Maxi Kleber,DAL,31,28,27,64.6,1.1,3.0,36.9,54.8,2.3,0.0,0.1,36.4,62.3,1.1,2.9,37.0
134,Victor Oladipo,MIA,30,37,36,31.7,0.9,3.0,30.9,46.4,0.0,0.0,0.0,-,31.7,0.9,3.0,31.0
135,Reggie Jackson,DEN,32,61,58,31.0,1.2,3.0,39.4,58.6,0.5,0.0,0.1,60.0,30.5,1.1,2.9,39.0
136,Rui Hachimura,LAL,25,52,50,30.4,1.1,2.9,35.9,51.0,3.4,0.2,0.3,51.5,27.0,0.9,2.6,33.6
137,Jeremiah Robinson-Earl,OKC,22,35,34,48.8,0.9,2.9,32.0,46.6,4.3,0.1,0.3,34.6,44.5,0.9,2.7,32.0
138,Moritz Wagner,ORL,25,49,46,40.3,0.9,2.9,31.9,47.2,0.6,0.0,0.0,100,39.8,0.9,2.9,31.0
139,AJ Griffin,ATL,19,61,58,40.1,1.1,2.9,36.9,53.9,1.8,0.1,0.1,61.5,38.3,1.0,2.8,35.7
140,Dennis Schroder,LAL,29,56,53,29.3,1.1,2.9,36.6,54.0,0.7,0.1,0.1,71.4,28.6,1.0,2.9,35.7
141,Jaylin Williams,OKC,20,38,36,60.7,1.2,2.9,40.5,54.5,18.0,0.4,0.9,42.5,42.6,0.8,2.0,40.0
142,Trey Lyles,SAC,27,62,56,52.9,1.1,2.9,39.2,58.8,0.0,0.0,0.0,-,52.9,1.1,2.9,39.4
143,Dean Wade,CLE,26,38,35,73.0,1.0,2.9,34.2,50.9,2.6,0.0,0.1,27.3,70.4,1.0,2.8,34.4
